,schoolId,schoolNm,schoolSe,fondDate,fondType,bnhhSe,operSttus,lnmadr,rdnmadr,cddcCode,cddcNm,edcSport,edcSportNm,creatDate,changeDate,latitude,longitude,referenceDate,insttCode
200,B000012100,경남고등학교,고등학교,1942-04-30,공립,본교,운영,부산광역시 서구 동대신동3가 1-1,부산광역시 서구 망양로111번길 65,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-19,35.1201981,129.0200404,2020-09-22,7001220
201,B000006816,청해초등학교,초등학교,1941-07-09,공립,본교,운영,전라남도 완도군 완도읍 장좌리 600,전라남도 완도군 완도읍 청해진로 1374,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2020-09-19,34.35941617,126.7278075,2020-09-22,7001220
202,B000008523,성동중학교,중학교,1972-06-03,공립,본교,운영,부산광역시 남구 문현동 791,부산광역시 남구 남동천로 38,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-19,35.13993339,129.0662635,2020-09-22,7001220
203,B000002753,대구불로초등학교,초등학교,1984-04-06,공립,본교,운영,대구광역시 동구 불로동 1017,대구광역시 동구 방천로3길 19,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-19,35.89748035,128.633502,2020-09-22,7001220
204,B000009731,강원체육중학교,중학교,2005-03-02,공립,본교,운영,강원도 춘천시 송암동 129-1,강원도 춘천시 자라우새길 126,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-19,37.85912229,127.694804,2020-09-22,7001220
205,B000008237,상명대학교사범대학부속여자중학교,중학교,1966-11-01,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-19,37.60410891,126.9551595,2020-09-22,7001220
206,B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-19,37.60044056,126.9567149,2020-09-22,7001220
207,B000003331,삼도초등학교,초등학교,1921-10-02,공립,본교,운영,광주광역시 광산구 도덕동 327,광주광역시 광산구 용진로 9,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.1643748,126.7008559,2020-09-22,7001220
208,B000003495,남외초등학교,초등학교,2006-09-01,공립,본교,운영,울산광역시 중구 남외동 502-2,울산광역시 중구 남외3길 40,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-19,35.5656963,129.349081,2020-09-22,7001220
209,B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-19,37.57804718,127.075133,2020-09-22,7001220
210,B000005883,대술초등학교,초등학교,1931-06-01,공립,본교,운영,충청남도 예산군 대술면 화천리 365,충청남도 예산군 대술면 원농리길 12,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-19,36.65667977,126.8960835,2020-09-22,7001220
211,B000012197,경상여자고등학교,고등학교,1957-05-25,사립,본교,운영,대구광역시 북구 침산동 810-1,대구광역시 북구 침산남로9길 164,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.90054196,128.5878439,2020-09-22,7001220
212,B000025605,일광초등학교,초등학교,2020-03-01,공립,본교,운영,부산광역시 기장군 일광면 삼성리 774,부산광역시 기장군 일광면 해빛로 46,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-19,35.26821044,129.2230225,2020-09-22,7001220
213,B000004857,춘천삼육초등학교,초등학교,1955-04-01,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-19,37.91159681,127.7543199887,2020-09-22,7001220
214,B000004990,상평초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 양양군 서면 상평리 18,강원도 양양군 서면 물윗구미길 25,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-19,38.07341515,128.5859389,2020-09-22,7001220
215,B000012120,동인고등학교,고등학교,1974-03-05,사립,본교,운영,부산광역시 동래구 사직동 981-90,부산광역시 동래구 쇠미로31번길 34,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-19,35.19852193,129.0509969,2020-09-22,7001220
216,B000009774,왕산중학교,중학교,1970-06-09,공립,본교,운영,강원도 강릉시 왕산면 도마리 325-18,강원도 강릉시 왕산면 백두대간로 2005,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-19,37.67297147,128.8367696,2020-09-22,7001220
217,B000002256,서울원촌초등학교,초등학교,1979-09-18,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-19,37.50618948,127.0125656,2020-09-22,7001220
218,B000002849,대구태암초등학교,초등학교,2000-03-01,공립,본교,운영,대구광역시 북구 태전동 1076-8,대구광역시 북구 칠곡중앙대로52길 56,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.92308728,128.5505021,2020-09-22,7001220
219,B000010159,청양중학교,중학교,1931-09-01,공립,본교,운영,충청남도 청양군 청양읍 송방리 133-1,충청남도 청양군 청양읍 칠갑산로 179,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-19,36.45232466,126.7955599812,2020-09-22,7001220
220,B000003409,신탄진용정초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 대덕구 신탄진동 50,대전광역시 대덕구 대청로 65,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-19,36.45422272,127.4360305,2020-09-22,7001220
221,B000002749,대구서촌초등학교,초등학교,1942-05-04,공립,본교,운영,대구광역시 동구 중대동 1082-1,대구광역시 동구 파계로 525-11,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-19,35.98040487,128.6317462,2020-09-22,7001220
222,B000011718,한국생명과학고등학교,고등학교,1933-04-20,공립,본교,운영,경상북도 안동시 옥동 1230,경상북도 안동시 하이마로 385,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-19,36.55044902,128.6877646,2020-09-22,7001220
223,B000013202,성희여자고등학교,고등학교,1985-03-01,사립,본교,운영,경상북도 안동시 정하동 산102-1,경상북도 안동시 강남로 246,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-19,36.55153109,128.7291442,2020-09-22,7001220
224,B000013195,경일고등학교,고등학교,1972-12-26,사립,본교,운영,경상북도 안동시 신안동 51,경상북도 안동시 치이골길 46,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-19,36.5756984,128.7378295,2020-09-22,7001220
225,B000013530,보문고등학교,고등학교,1975-03-05,사립,본교,운영,광주광역시 광산구 운수동 308,광주광역시 광산구 어등대로529번길 37,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.15386307,126.7768705,2020-09-22,7001220
226,B000002807,대구내서초등학교,초등학교,1988-10-20,공립,본교,운영,대구광역시 서구 내당동 11-33,대구광역시 서구 달구벌대로371길 35,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.86381964,128.5667600041,2020-09-22,7001220
227,B000005327,세성초등학교,초등학교,1936-04-01,공립,본교,운영,충청북도 충주시 살미면 세성리 147,충청북도 충주시 살미면 매남이길 31,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-19,36.9047949,127.9692482,2020-09-22,7001220
228,B000007980,도리초등학교,초등학교,1946-12-01,공립,본교,운영,제주특별자치도 제주시 도두일동 2430-1,제주특별자치도 제주시 도리로 129,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-19,33.50185617,126.4654959,2020-09-22,7001220
229,B000002915,대구장산초등학교,초등학교,1999-05-04,공립,본교,운영,대구광역시 달서구 용산동 957,대구광역시 달서구 장산로 30,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-19,35.85483742,128.5265018,2020-09-22,7001220
230,B000009920,대성중학교,중학교,1951-09-01,사립,본교,운영,충청북도 청주시 흥덕구 신봉동 171-9,충청북도 청주시 흥덕구 사운로 342,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-19,36.6580328,127.4691294,2020-09-22,7001220
231,B000011009,용원중학교,중학교,2009-03-01,공립,본교,운영,경상남도 창원시 진해구 용원동 1231,경상남도 창원시 진해구 용원로77번길 16,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-19,35.09965504,128.8179932,2020-09-22,7001220
232,B000011848,울산예술고등학교,고등학교,1993-03-09,사립,본교,운영,울산광역시 울주군 웅촌면 대복리 475-1,울산광역시 울주군 웅촌면 웅촌로 621-6,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-19,35.4818641,129.2162738,2020-09-22,7001220
233,B000025316,신용중학교,중학교,2014-03-01,공립,본교,운영,광주광역시 북구 신용동 672,광주광역시 북구 첨단연신로133번길 32,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-19,35.2107845,126.8609609,2020-09-22,7001220
234,B000009833,봉래중학교,중학교,1982-03-05,공립,본교,운영,강원도 영월군 영월읍 덕포리 374,강원도 영월군 영월읍 중리1길 172-17,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-19,37.18162818,128.4858655,2020-09-22,7001220
235,B000003478,학하초등학교,초등학교,1963-04-20,공립,본교,운영,대전광역시 유성구 학하동 576,대전광역시 유성구 진잠옛로 165,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-19,36.33454132,127.3118276,2020-09-22,7001220
236,B000003264,유촌초등학교,초등학교,1998-03-01,공립,본교,운영,광주광역시 서구 쌍촌동 1320-2,광주광역시 서구 내방로 153,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.15914004,126.8579563,2020-09-22,7001220
237,B000002438,부민초등학교,초등학교,1921-10-15,공립,본교,운영,부산광역시 서구 부용동2가 11,부산광역시 서구 고운들로 12,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-19,35.10597008,129.0199211,2020-09-22,7001220
238,B000008640,동촌중학교,중학교,1979-03-01,공립,본교,운영,대구광역시 동구 방촌동 1047-4,대구광역시 동구 동촌로 176,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-19,35.88241653,128.6596318,2020-09-22,7001220
239,B000004955,북삼초등학교,초등학교,1946-01-24,공립,본교,운영,강원도 동해시 지흥동 124-1,강원도 동해시 지양길 77,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2020-09-19,37.49565579,129.1009681,2020-09-22,7001220
240,B000009476,가림중학교,중학교,1991-03-01,공립,본교,운영,경기도 광명시 하안동 261,경기도 광명시 오리로 616,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-19,37.45764308,126.8796742,2020-09-22,7001220
241,B000012199,대구여자고등학교,고등학교,1954-06-21,공립,본교,운영,대구광역시 수성구 범어동 240-4,대구광역시 수성구 달구벌대로488길 17,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-19,35.8565094,128.629864,2020-09-22,7001220
242,B000009369,궁내중학교,중학교,1994-03-01,공립,본교,운영,경기도 군포시 산본동 1149-5,경기도 군포시 수리산로 171,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-19,37.36388636,126.9190776,2020-09-22,7001220
243,B000022573,군포신기초등학교,초등학교,2012-09-01,공립,본교,운영,경기도 군포시 부곡동 1208,경기도 군포시 삼성로28번길 3,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-19,37.33864487,126.9327812,2020-09-22,7001220
244,B000025726,아산테크노중학교,중학교,2017-03-01,공립,본교,운영,충청남도 아산시 둔포면 석곡리 1782,충청남도 아산시 둔포면 아산밸리북로 32,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-19,36.9264865,127.0518272,2020-09-22,7001220
245,B000012251,인천만수고등학교,고등학교,2008-03-03,공립,본교,운영,인천광역시 남동구 만수동 605-5,인천광역시 남동구 장승로 91,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-19,37.447099,126.7422697,2020-09-22,7001220
246,B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-19,37.58535152,127.0865922,2020-09-22,7001220
247,B000007925,병곡초등학교,초등학교,1932-09-30,공립,본교,운영,경상남도 함양군 병곡면 송평리 80,경상남도 함양군 병곡면 휴촌길 21,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2020-09-19,35.5290088,127.6902503,2020-09-22,7001220
248,B000025146,별빛중학교,중학교,2016-03-01,공립,본교,운영,경상북도 영천시 고경면 해선리 240-3,경상북도 영천시 고경면 월천길 1-27,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2020-09-19,36.00232912,129.0432455,2020-09-22,7001220
249,B000022832,인천한빛초등학교,초등학교,2012-05-01,공립,본교,운영,인천광역시 남동구 서창동 694,인천광역시 남동구 서창남순환로 190-28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-19,37.42419512,126.7441353,2020-09-22,7001220
250,B000004101,시흥은행초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 시흥시 은행동 545,경기도 시흥시 대은로104번길 29-10,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-19,37.44258628,126.8007227,2020-09-22,7001220
251,B000004104,시흥장현초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 시흥시 장현동 169-6,경기도 시흥시 시청로80번길 5,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-19,37.38175778,126.7991022,2020-09-22,7001220
252,B000022777,가재울고등학교,고등학교,2013-03-01,공립,본교,운영,서울특별시 서대문구 북가좌동 476,서울특별시 서대문구 수색로 100-35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-19,37.57444587,126.9094148,2020-09-22,7001220
253,B000007002,모아초등학교,초등학교,1949-12-01,공립,본교,운영,경상북도 경주시 천북면 모아리 616,경상북도 경주시 천북면 산업로 4974-5,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2020-09-19,35.9206086,129.2466225,2020-09-22,7001220
254,B000005187,양구초등학교,초등학교,1911-04-01,공립,본교,운영,강원도 양구군 양구읍 상리 197-2,강원도 양구군 양구읍 양구새싹로 48,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-19,38.10290823,127.9914525,2020-09-22,7001220
255,B000008691,복현중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 북구 복현동 301-17,대구광역시 북구 동북로65길 28,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.89394102,128.6279506,2020-09-22,7001220
256,B000003071,인천성리초등학교,초등학교,1999-03-01,공립,본교,운영,인천광역시 남동구 구월동 1487,인천광역시 남동구 성리로 32-2,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-19,37.4457368,126.7099273,2020-09-22,7001220
257,B000008238,중앙중학교,중학교,1908-06-20,사립,본교,운영,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-19,37.58378822,126.9874726,2020-09-22,7001220
258,B000010912,금천중학교,중학교,1952-02-10,공립,본교,운영,경상북도 청도군 금천면 동곡리 1035,경상북도 청도군 금천면 선암로 574-11,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-19,35.68807595,128.8947636,2020-09-22,7001220
259,B000004971,철암초등학교,초등학교,1941-11-11,공립,본교,운영,강원도 태백시 철암동 341-3,강원도 태백시 동태백로 584,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-19,37.12174675,129.0429224,2020-09-22,7001220
260,B000011808,부산해사고등학교,고등학교,1978-03-27,국립,본교,운영,부산광역시 영도구 동삼동 1167,부산광역시 영도구 해양로 425,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-19,35.0741905,129.0770175,2020-09-22,7001220
261,B000005287,수곡초등학교,초등학교,1995-03-02,공립,본교,운영,충청북도 청주시 서원구 수곡동 779,충청북도 청주시 서원구 수곡로 73,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-19,36.61836437,127.4711256,2020-09-22,7001220
262,B000002841,대구칠곡초등학교,초등학교,1912-04-01,공립,본교,운영,대구광역시 북구 읍내동 794,대구광역시 북구 칠곡중앙대로110길 5,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.94517087,128.5517244,2020-09-22,7001220
263,B000008928,광주화정중학교,중학교,1979-09-01,공립,본교,운영,광주광역시 서구 화정동 647-7,광주광역시 서구 화운로 53,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.14412529,126.8823691,2020-09-22,7001220
264,B000012097,혜광고등학교,고등학교,1955-03-29,사립,본교,운영,부산광역시 중구 보수동1가 2-420,부산광역시 중구 망양로259번길 5,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-19,35.10879982,129.0246054,2020-09-22,7001220
265,B000005089,봉래초등학교,초등학교,1946-05-20,공립,본교,운영,강원도 영월군 영월읍 덕포리 557,강원도 영월군 영월읍 중앙로 168-17,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-19,37.17711747,128.4749781,2020-09-22,7001220
266,B000009832,영월중학교,중학교,1946-09-18,공립,본교,운영,강원도 영월군 영월읍 영흥리 716-1,강원도 영월군 영월읍 오무개길 51,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-19,37.19059443,128.4711874,2020-09-22,7001220
267,B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-19,37.48944215,127.1110274,2020-09-22,7001220
268,B000022744,모전중학교,중학교,2014-03-01,공립,본교,운영,부산광역시 기장군 정관읍 모전리 720,부산광역시 기장군 정관읍 정관1로 9,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-19,35.33811873,129.1621538,2020-09-22,7001220
269,B000008313,목동중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-19,37.5209572,126.8714631,2020-09-22,7001220
270,B000011764,김해생명과학고등학교,고등학교,1927-05-05,공립,본교,운영,경상남도 김해시 외동 743,경상남도 김해시 금관대로 1239,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-19,35.23723898,128.8552702,2020-09-22,7001220
271,B000002832,대구매천초등학교,초등학교,1949-09-01,공립,본교,운영,대구광역시 북구 매천동 176,대구광역시 북구 매천로 179,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.91332651,128.5410367,2020-09-22,7001220
272,B000002863,대구남명초등학교,초등학교,1984-03-01,공립,본교,운영,대구광역시 남구 대명동 483,대구광역시 남구 큰골4길 41,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-19,35.83436385,128.5819866,2020-09-22,7001220
273,B000002088,서울명신초등학교,초등학교,1971-10-06,공립,본교,운영,서울특별시 종로구 창신동 7-40,서울특별시 종로구 낙산길 250,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-19,37.5814687,127.0146229,2020-09-22,7001220
274,B000003334,도산초등학교,초등학교,2006-03-01,공립,본교,운영,광주광역시 광산구 도산동 659-1,광주광역시 광산구 송정외로 6,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.12619291,126.7917518,2020-09-22,7001220
275,B000008319,등명중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-19,37.56019335,126.8433041,2020-09-22,7001220
276,B000008015,신촌초등학교,초등학교,1945-09-01,공립,본교,운영,제주특별자치도 제주시 조천읍 신촌리 1828,제주특별자치도 제주시 조천읍 신북로 51,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-19,33.53447338,126.6195153,2020-09-22,7001220
277,B000004746,연곡초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 양주시 백석읍 연곡리 산58-2,경기도 양주시 백석읍 월암로170번길 107,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-19,37.80715791,126.9611638,2020-09-22,7001220
278,B000005372,가덕초등학교,초등학교,1922-05-11,공립,본교,운영,충청북도 청주시 상당구 가덕면 병암리 125,충청북도 청주시 상당구 가덕면 단재로 1448,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-19,36.5779265,127.5784827,2020-09-22,7001220
279,B000010913,이서중학교,중학교,1952-05-15,사립,본교,운영,경상북도 청도군 이서면 서원리 331-3,경상북도 청도군 이서면 학산1길 22,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-19,35.66249467,128.6684614,2020-09-22,7001220
280,B000013549,충현고등학교,고등학교,1997-03-05,공립,본교,운영,경기도 광명시 소하동 991-1,경기도 광명시 오리로348번길 62,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-19,37.43295996,126.8845281,2020-09-22,7001220
281,B000011564,정선정보공업고등학교,고등학교,1951-09-01,공립,본교,운영,강원도 정선군 정선읍 북실리 765-1,강원도 정선군 정선읍 용담샛길 2,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2020-09-19,37.38045612,128.6471346,2020-09-22,7001220
282,B000002289,서울논현초등학교,초등학교,1972-11-23,공립,본교,운영,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-19,37.5084232,127.0262229,2020-09-22,7001220
283,B000008927,풍암중학교,중학교,2000-03-02,공립,본교,운영,광주광역시 서구 풍암동 1098,광주광역시 서구 풍암순환로 51,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-19,35.12235904,126.8781231,2020-09-22,7001220
284,B000002734,대구수창초등학교,초등학교,1907-07-13,공립,본교,운영,대구광역시 중구 수창동 73,대구광역시 중구 달성로22길 30,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-19,35.8742917,128.5834453,2020-09-22,7001220
285,B000009395,대흥중학교,중학교,1995-03-03,공립,본교,운영,경기도 시흥시 대야동 377-70,경기도 시흥시 서해안로 1587,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-19,37.44744016,126.784073,2020-09-22,7001220
286,B000002281,서울구룡초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-19,37.48119739,127.0517714,2020-09-22,7001220
287,B000012210,대곡고등학교,고등학교,2003-03-03,공립,본교,운영,대구광역시 달서구 도원동 1459,대구광역시 달서구 도원남로 80,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-19,35.80323736,128.536857,2020-09-22,7001220
288,B000012106,광명고등학교,고등학교,1989-03-01,사립,본교,운영,부산광역시 영도구 동삼동 226-118,부산광역시 영도구 와치로 131,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-19,35.08366549,129.0646045,2020-09-22,7001220
289,B000002808,대구두류초등학교,초등학교,1986-03-11,공립,본교,운영,대구광역시 서구 내당동 211-1,대구광역시 서구 달구벌대로357길 22,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-19,35.86161552,128.5599761,2020-09-22,7001220
290,B000023177,구산고등학교,고등학교,2015-03-01,공립,본교,운영,경상남도 김해시 구산동 396,경상남도 김해시 가야로 311,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-19,35.25044359,128.8756694,2020-09-22,7001220
291,B000003204,광주용산초등학교,초등학교,1998-02-05,공립,본교,운영,광주광역시 동구 용산동 180,광주광역시 동구 화산로 334,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-19,35.11876782,126.9316526,2020-09-22,7001220
292,B000002089,서울독립문초등학교,초등학교,1957-09-28,공립,본교,운영,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-19,37.57421553,126.9599722,2020-09-22,7001220
293,B000005115,장평초등학교,초등학교,1954-02-02,공립,본교,운영,강원도 평창군 용평면 장평리 404-1,강원도 평창군 용평면 갈정지길 35-43,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-19,37.59256373,128.4107169,2020-09-22,7001220
294,B000022762,서울공진초등학교,초등학교,1992-11-05,공립,본교,운영,서울특별시 강서구 마곡동 730-676,서울특별시 강서구 마곡서로 33,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-19,37.5578048,126.8226104,2020-09-22,7001220
295,B000013266,이서고등학교,고등학교,1970-05-15,사립,본교,운영,경상북도 청도군 이서면 서원리 331-3,경상북도 청도군 이서면 학산1길 22,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-19,35.66249467,128.6684614,2020-09-22,7001220
296,B000002314,서울영화초등학교,초등학교,1962-09-03,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-19,37.50890811,126.9329735,2020-09-22,7001220
297,B000003866,안양관악초등학교,초등학교,2000-03-01,공립,본교,운영,경기도 안양시 동안구 관양동 367-2,경기도 안양시 동안구 일동로 201,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-19,37.40664855,126.9681914,2020-09-22,7001220
298,B000010756,복주여자중학교,중학교,1981-12-08,공립,본교,운영,경상북도 안동시 당북동 333-1,경상북도 안동시 안기천로 58,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-19,36.56259417,128.7180369,2020-09-22,7001220
