,의료기관명,의료기관종별,의료기관주소(도로명),lat_lng,lat,lng
919,김병재치과의원,치과의원,울산광역시 남구 수암로 115 (신정동),"{'lat': 35.5286249, 'lng': 129.3200884}",35.5286249,129.3200884
920,배광수치과의원,치과의원,"울산광역시 남구 북부순환도로 29, 남운산호상가 (무거동)","{'lat': 35.5533526, 'lng': 129.266441}",35.5533526,129.266441
921,한솔치과의원,치과의원,울산광역시 남구 중앙로 249 (신정동),"{'lat': 35.5429499, 'lng': 129.3107026}",35.5429499,129.3107026
922,이진걸치과의원,치과의원,"울산광역시 남구 삼산로 25-1, 2층 (신정동)","{'lat': 35.5332697, 'lng': 129.3105539}",35.5332697,129.3105539
923,한길치과의원,치과의원,"울산광역시 남구 문수로 346, 4층 (옥동)","{'lat': 35.5346571, 'lng': 129.2912293}",35.5346571,129.2912293
924,최욱치과의원,치과의원,"울산광역시 남구 중앙로 255-1, 2층 (신정동)","{'lat': 35.5435716, 'lng': 129.3103896}",35.5435716,129.3103896
925,소망부부치과의원,치과의원,"울산광역시 남구 중앙로 230, 3층 (신정동, 대원빌딩)","{'lat': 35.5414884, 'lng': 129.3118871}",35.5414884,129.3118871
926,선린치과의원,치과의원,울산광역시 남구 중앙로 296-1 (신정동),"{'lat': 35.5470609, 'lng': 129.3096942}",35.5470609,129.3096942
927,로덴치과의원,치과의원,울산광역시 남구 월평로 252 (삼산동),"{'lat': 35.5468626, 'lng': 129.3321532}",35.5468626,129.3321532
928,박상영치과의원,치과의원,"울산광역시 남구 수암로 230, 3층 (야음동)","{'lat': 35.5245402, 'lng': 129.3309915}",35.5245402,129.3309915
929,웰츠치과의원,치과의원,"울산광역시 남구 대학로 164, 203호 (무거동, 웰츠타워상가)","{'lat': 35.5486255, 'lng': 129.2633081}",35.5486255,129.2633081
930,곽명호치과의원,치과의원,울산광역시 남구 수암로 117 (신정동),"{'lat': 35.5284653, 'lng': 129.3205058}",35.5284653,129.3205058
931,올바른치과의원,치과의원,"울산광역시 남구 삼산중로74번길 7, 3,4층 (삼산동)","{'lat': 35.54044349999999, 'lng': 129.3362319}",35.54044349999999,129.3362319
932,상아치과의원,치과의원,"울산광역시 남구 대학로 138, 4층 (무거동, 신정빌딩)","{'lat': 35.5467924, 'lng': 129.2621417}",35.5467924,129.2621417
933,세브란스치과의원,치과의원,울산광역시 남구 신정로 28-1 (달동),"{'lat': 35.5345136, 'lng': 129.3226008}",35.5345136,129.3226008
934,이태현치과의원,치과의원,"울산광역시 남구 삼산로 74, 2층 (달동)","{'lat': 35.5366557, 'lng': 129.323442}",35.5366557,129.323442
935,노성환치과의원,치과의원,"울산광역시 남구 삼산로 15, 3층 (신정동)","{'lat': 35.5330626, 'lng': 129.3095394}",35.5330626,129.3095394
936,박성구치과의원,치과의원,울산광역시 남구 중앙로 268 (신정동),"{'lat': 35.544566, 'lng': 129.3106142}",35.544566,129.3106142
937,이병우치과교정과치과의원,치과의원,울산광역시 남구 삼산로 16 (신정동),"{'lat': 35.5325057, 'lng': 129.3096947}",35.5325057,129.3096947
938,정성용치과의원,치과의원,울산광역시 남구 중앙로 253 (신정동),"{'lat': 35.5433665, 'lng': 129.3105208}",35.5433665,129.3105208
939,김태근치과의원,치과의원,"울산광역시 남구 중앙로 23, 2층 (야음동)","{'lat': 35.5235712, 'lng': 129.3181997}",35.5235712,129.3181997
940,전학명치과의원,치과의원,"울산광역시 남구 봉월로 63, 4층 (신정동)","{'lat': 35.5385657, 'lng': 129.3051552}",35.5385657,129.3051552
941,로타리치과의원,치과의원,"울산광역시 남구 수암로 4, 3층 (신정동)","{'lat': 35.531584, 'lng': 129.308587}",35.531584,129.308587
942,문치과의원,치과의원,울산광역시 남구 삼산로 5 (신정동),"{'lat': 35.5327357, 'lng': 129.3084359}",35.5327357,129.3084359
943,김창호치과의원,치과의원,울산광역시 남구 수암로 99 (신정동),"{'lat': 35.5292487, 'lng': 129.3186807}",35.5292487,129.3186807
944,노동광치과의원,치과의원,울산광역시 남구 삼산로 49 (신정동),"{'lat': 35.5339818, 'lng': 129.3131148}",35.5339818,129.3131148
945,신현철치과의원,치과의원,울산광역시 남구 수암로 110-1 (신정동),"{'lat': 35.5283371, 'lng': 129.3192931}",35.5283371,129.3192931
946,이동욱치과의원,치과의원,울산광역시 남구 수암로 232 (야음동),"{'lat': 35.5244109, 'lng': 129.3310357}",35.5244109,129.3310357
947,이치과의원,치과의원,울산광역시 남구 중앙로 241 (신정동),"{'lat': 35.541924, 'lng': 129.3094204}",35.541924,129.3094204
948,동산치과의원,치과의원,울산광역시 남구 번영로 179 (달동),"{'lat': 35.5411174, 'lng': 129.3260472}",35.5411174,129.3260472
949,한빛치과병원,치과병원,"울산광역시 남구 문수로 368, 7,8층 (옥동)","{'lat': 35.5342803, 'lng': 129.2935807}",35.5342803,129.2935807
950,CK치과병원,치과병원,울산광역시 남구 삼산로 173 (달동),"{'lat': 35.53739789999999, 'lng': 129.3261128}",35.53739789999999,129.3261128
951,씨케이치과병원,치과병원,울산광역시 동구 방어진순환도로 625 (일산동),"{'lat': 35.4976884, 'lng': 129.4276476}",35.4976884,129.4276476
952,고운미소치과의원,치과의원,울산광역시 동구 대학길 40-1 (화정동),"{'lat': 35.4983907, 'lng': 129.4203046}",35.4983907,129.4203046
953,구치과의원,치과의원,"울산광역시 동구 전하로 2, 2층 (전하동)","{'lat': 35.512368, 'lng': 129.4305269}",35.512368,129.4305269
954,굿모닝치과의원,치과의원,울산광역시 동구 진성14길 128 (전하동),"{'lat': 35.5114786, 'lng': 129.4263245}",35.5114786,129.4263245
955,기독치과의원,치과의원,울산광역시 동구 방어진순환도로 909 (서부동),"{'lat': 35.5293383, 'lng': 129.4084085}",35.5293383,129.4084085
956,김성열치과의원,치과의원,울산광역시 동구 방어진순환도로 1128 (서부동),"{'lat': 35.5396875, 'lng': 129.42574}",35.5396875,129.42574
957,김평환치과의원,치과의원,울산광역시 동구 방어진순환도로 1120-1 (서부동),"{'lat': 35.5215658, 'lng': 129.4314464}",35.5215658,129.4314464
958,꽃바위치과의원,치과의원,울산광역시 동구 화문로 64 (방어동),"{'lat': 35.4831131, 'lng': 129.4159829}",35.4831131,129.4159829
959,뉴욕앤치과의원,치과의원,울산광역시 동구 동해안로 25 (동부동),"{'lat': 35.5417547, 'lng': 129.4262572}",35.5417547,129.4262572
960,대송치과의원,치과의원,울산광역시 동구 대학길 57 (화정동),"{'lat': 35.4989277, 'lng': 129.4209357}",35.4989277,129.4209357
961,동구현대치과의원,치과의원,울산광역시 동구 방어진순환도로 911 (서부동),"{'lat': 35.5289516, 'lng': 129.4084128}",35.5289516,129.4084128
962,리더스윤치과의원,치과의원,울산광역시 동구 동해안로 4 (서부동),"{'lat': 35.53997710000001, 'lng': 129.4249058}",35.53997710000001,129.4249058
963,미래드림치과의원,치과의원,"울산광역시 동구 방어진순환도로 985 (서부동, 현대패밀리상가)","{'lat': 35.536972, 'lng': 129.4182741}",35.536972,129.4182741
964,미래치과의원,치과의원,울산광역시 동구 진성5길 59 (전하동),"{'lat': 35.5077491, 'lng': 129.4257085}",35.5077491,129.4257085
965,박홍락치과의원,치과의원,울산광역시 동구 방어진순환도로 925 (서부동),"{'lat': 35.5236337, 'lng': 129.432612}",35.5236337,129.432612
966,베리굿치과의원,치과의원,"울산광역시 동구 방어진순환도로 915, 2층 8호 (서부동)","{'lat': 35.5256772, 'lng': 129.4338788}",35.5256772,129.4338788
967,변치과의원,치과의원,울산광역시 동구 방어진순환도로 859 (전하동),"{'lat': 35.5179683, 'lng': 129.4315379}",35.5179683,129.4315379
968,본치과의원,치과의원,울산광역시 동구 진성14길 114 (전하동),"{'lat': 35.5106626, 'lng': 129.4261998}",35.5106626,129.4261998
969,서울미소치과의원,치과의원,"울산광역시 동구 방어진순환도로 1130, 1층 (서부동)","{'lat': 35.5205433, 'lng': 129.4350299}",35.5205433,129.4350299
970,서울조이치과의원,치과의원,울산광역시 동구 대학길 60 (화정동),"{'lat': 35.4986059, 'lng': 129.4209344}",35.4986059,129.4209344
971,스마일부부치과의원,치과의원,울산광역시 동구 대학길 71 (화정동),"{'lat': 35.4989006, 'lng': 129.4217056}",35.4989006,129.4217056
972,스마트치과의원,치과의원,울산광역시 동구 진성14길 124 (전하동),"{'lat': 35.511304, 'lng': 129.4263071}",35.511304,129.4263071
973,스타치과의원,치과의원,"울산광역시 동구 방어진순환도로 785, 5층 (전하동, 스타빌딩)","{'lat': 35.5118014, 'lng': 129.4303552}",35.5118014,129.4303552
974,신세계치과의원,치과의원,"울산광역시 동구 대학길 47, 3층 (화정동)","{'lat': 35.4988705, 'lng': 129.4202833}",35.4988705,129.4202833
975,엘에이라임치과의원,치과의원,울산광역시 동구 방어진순환도로 633 (일산동),"{'lat': 35.4983452, 'lng': 129.4278292}",35.4983452,129.4278292
976,연세치과의원,치과의원,울산광역시 동구 동해안로 32 (동부동),"{'lat': 35.5419391, 'lng': 129.4269773}",35.5419391,129.4269773
977,연세크리스탈치과의원,치과의원,울산광역시 동구 방어진순환도로 645 (일산동),"{'lat': 35.4952098, 'lng': 129.4278873}",35.4952098,129.4278873
978,열린치과의원,치과의원,울산광역시 동구 진성14길 90 (전하동),"{'lat': 35.5092877, 'lng': 129.426008}",35.5092877,129.426008
979,우리들치과의원,치과의원,울산광역시 동구 동진로 1 (방어동),"{'lat': 35.4870643, 'lng': 129.4256395}",35.4870643,129.4256395
980,울산쥬니어치과의원,치과의원,"울산광역시 동구 방어진순환도로 652, B동 2층 203~5호 (일산동)","{'lat': 35.499852, 'lng': 129.42885}",35.499852,129.42885
981,윌치과의원,치과의원,울산광역시 동구 양지5길 72 (화정동),"{'lat': 35.4986354, 'lng': 129.420806}",35.4986354,129.420806
982,유디치과의원,치과의원,"울산광역시 동구 방어진순환도로 651, 5층 (일산동, 세움베스트빌딩)","{'lat': 35.5002116, 'lng': 129.4282407}",35.5002116,129.4282407
983,이동규치과의원,치과의원,울산광역시 동구 월봉로 34 (화정동),"{'lat': 35.4951124, 'lng': 129.4223222}",35.4951124,129.4223222
984,이스타치과의원,치과의원,울산광역시 동구 방어진순환도로 1133 (서부동),"{'lat': 35.5320104, 'lng': 129.4179942}",35.5320104,129.4179942
985,이앤이플란트치과의원,치과의원,울산광역시 동구 방어진순환도로 574 (화정동),"{'lat': 35.4994387, 'lng': 129.427885}",35.4994387,129.427885
986,이충섭치과의원,치과의원,"울산광역시 동구 방어진순환도로 1132, 2층 (서부동, 경남은행)","{'lat': 35.5392702, 'lng': 129.4237981}",35.5392702,129.4237981
987,임종득치과의원,치과의원,"울산광역시 동구 대학길 75, 3층 (화정동)","{'lat': 35.4988159, 'lng': 129.4219312}",35.4988159,129.4219312
988,최치과의원,치과의원,울산광역시 동구 진성14길 122 (전하동),"{'lat': 35.5111356, 'lng': 129.4262909}",35.5111356,129.4262909
989,큰나무치과의원,치과의원,"울산광역시 동구 방어진순환도로 711, 3층 (일산동)","{'lat': 35.505106, 'lng': 129.4293772}",35.505106,129.4293772
990,포도나무치과의원,치과의원,"울산광역시 동구 방어진순환도로 783, 신한은행 (전하동)","{'lat': 35.5118741, 'lng': 129.4305449}",35.5118741,129.4305449
991,푸른치과의원,치과의원,"울산광역시 동구 동해안로 50, 2층 (동부동)","{'lat': 35.5420823, 'lng': 129.4287309}",35.5420823,129.4287309
992,하모니치과의원,치과의원,울산광역시 동구 방어진순환도로 911-1 (서부동),"{'lat': 35.5289516, 'lng': 129.4084128}",35.5289516,129.4084128
993,한마음치과의원,치과의원,"울산광역시 동구 방어진순환도로 652, C동 309호 (일산동, 테라스파크)","{'lat': 35.4997996, 'lng': 129.4293738}",35.4997996,129.4293738
994,허치과의원,치과의원,울산광역시 동구 방어진순환도로 787 (전하동),"{'lat': 35.512133, 'lng': 129.4305435}",35.512133,129.4305435
995,현대 탑 치과의원,치과의원,울산광역시 동구 대학길 65 (화정동),"{'lat': 35.4989197, 'lng': 129.421458}",35.4989197,129.421458
996,황태경치과의원,치과의원,"울산광역시 동구 방어진순환도로 793, 1층 (전하동)","{'lat': 35.516684, 'lng': 129.4379773}",35.516684,129.4379773
997,큰치과병원,치과병원,"울산광역시 북구 매산4로 17, 지상2,3층(신천동)","{'lat': 35.6427341, 'lng': 129.3586738}",35.6427341,129.3586738
998,서울미치과의원,치과의원,"울산광역시 북구 박상진12로 11, 301,302,303,304호 (송정동)","{'lat': 35.5948445, 'lng': 129.3575757}",35.5948445,129.3575757
999,유엔치과의원,치과의원,"울산광역시 북구 화산로 109, 어썸플레이스 501,502호 (송정동)","{'lat': 35.5945607, 'lng': 129.3662808}",35.5945607,129.3662808
1000,블루마치과의원,치과의원,"울산광역시 북구 화암1길 52, 1층 204호 (산하동)","{'lat': 35.6361116, 'lng': 129.436519}",35.6361116,129.436519
1001,미서울치과의원,치과의원,울산광역시 북구 매산로 15 (매곡동),"{'lat': 35.6399369, 'lng': 129.3612663}",35.6399369,129.3612663
1002,이성규치과의원,치과의원,울산광역시 북구 제내1길 2 (신천동),"{'lat': 35.6313152, 'lng': 129.3513735}",35.6313152,129.3513735
1003,천곡치과의원,치과의원,"울산광역시 북구 관문길 6-1, 2층 (천곡동)","{'lat': 35.6397097, 'lng': 129.331152}",35.6397097,129.331152
1004,아이샘치과의원,치과의원,"울산광역시 북구 호계로 286, 3층 (호계동)","{'lat': 35.6285892, 'lng': 129.3513431}",35.6285892,129.3513431
1005,테라스치과의원,치과의원,"울산광역시 북구 매산로 92-9, 2층 (매곡동)","{'lat': 35.6409594, 'lng': 129.357752}",35.6409594,129.357752
1006,세종치과의원,치과의원,"울산광역시 북구 천곡남로 37, 2층 205호 (천곡동, 삼성코아루아파트상가)","{'lat': 35.6320058, 'lng': 129.3334659}",35.6320058,129.3334659
1007,고운치과의원,치과의원,"울산광역시 북구 화봉로 75, 4층 (화봉동)","{'lat': 35.5885934, 'lng': 129.3673394}",35.5885934,129.3673394
1008,서울수치과의원,치과의원,"울산광역시 북구 호계로 279, 3층 (호계동)","{'lat': 35.6282664, 'lng': 129.3507084}",35.6282664,129.3507084
1009,현대하이치과의원,치과의원,"울산광역시 북구 염포로 521-1, 3층 (양정동)","{'lat': 35.5532274, 'lng': 129.3902719}",35.5532274,129.3902719
1010,비전치과의원,치과의원,"울산광역시 북구 신천로 57, 2층 (매곡동)","{'lat': 35.6432118, 'lng': 129.3498878}",35.6432118,129.3498878
1011,엠플러스치과의원,치과의원,"울산광역시 북구 화산중앙로 84, 2층 (화봉동)","{'lat': 35.5941186, 'lng': 129.3660441}",35.5941186,129.3660441
1012,금세치과의원,치과의원,"울산광역시 북구 가재길 82 (천곡동, 리더스빌딩)","{'lat': 35.6621756, 'lng': 129.3334774}",35.6621756,129.3334774
1013,하늘갤러리치과의원,치과의원,"울산광역시 북구 호계로 300, 3층 (호계동)","{'lat': 35.6299297, 'lng': 129.351476}",35.6299297,129.351476
1014,해마루치과의원,치과의원,"울산광역시 북구 매곡1로 46, 203호 (매곡동, 대우프라자)","{'lat': 35.6447664, 'lng': 129.3512621}",35.6447664,129.3512621
1015,전치과의원,치과의원,"울산광역시 북구 가재길 86, 2층 (천곡동)","{'lat': 35.6339876, 'lng': 129.3327662}",35.6339876,129.3327662
1016,양정치과의원,치과의원,"울산광역시 북구 염포로 529, 3층 (양정동)","{'lat': 35.5546796, 'lng': 129.4010122}",35.5546796,129.4010122
1017,하나로치과의원,치과의원,울산광역시 북구 매곡로 7 (신천동),"{'lat': 35.6330567, 'lng': 129.3545635}",35.6330567,129.3545635
1018,웰컴치과의원,치과의원,"울산광역시 북구 매곡1로 15, 3층 (매곡동, 농소농협)","{'lat': 35.6428173, 'lng': 129.3537909}",35.6428173,129.3537909
1019,플러스치과의원,치과의원,울산광역시 북구 호계로 332-1 (신천동),"{'lat': 35.6321448, 'lng': 129.3521426}",35.6321448,129.3521426
1020,시카고치과의원,치과의원,울산광역시 북구 화봉로 69 (화봉동),"{'lat': 35.588606, 'lng': 129.3665463}",35.588606,129.3665463
1021,디지털노블치과의원,치과의원,울산광역시 북구 호계로 277 (호계동),"{'lat': 35.6280495, 'lng': 129.3506882}",35.6280495,129.3506882
1022,자연이치과의원,치과의원,울산광역시 북구 신답로 40 (상안동),"{'lat': 35.6293735, 'lng': 129.3435889}",35.6293735,129.3435889
1023,위드치과의원,치과의원,"울산광역시 북구 신답로 48, 311호 (상안동, 프리지아상가)","{'lat': 35.6291945, 'lng': 129.3429975}",35.6291945,129.3429975
1024,호계유어스치과의원,치과의원,울산광역시 북구 호계로 326 (신천동),"{'lat': 35.632499, 'lng': 129.3526255}",35.632499,129.3526255
1025,하종호치과의원,치과의원,울산광역시 북구 화봉로 58 (연암동),"{'lat': 35.587797, 'lng': 129.3653178}",35.587797,129.3653178
1026,라임치과의원,치과의원,"울산광역시 북구 화봉로 59, 나동 206호 (화봉동)","{'lat': 35.5885731, 'lng': 129.3656289}",35.5885731,129.3656289
1027,행복한치과의원,치과의원,"울산광역시 북구 염포로 673, 3층 (염포동)","{'lat': 35.5546274, 'lng': 129.4023193}",35.5546274,129.4023193
1028,윌치과의원,치과의원,울산광역시 북구 호계로 275 (호계동),"{'lat': 35.6277035, 'lng': 129.3508358}",35.6277035,129.3508358
1029,준치과의원,치과의원,울산광역시 북구 염포로 679 (염포동),"{'lat': 35.5246443, 'lng': 129.3964779}",35.5246443,129.3964779
1030,신희재치과의원,치과의원,"울산광역시 북구 명촌로 83 (명촌동, 유성빌딩)","{'lat': 35.55349590000001, 'lng': 129.3557891}",35.55349590000001,129.3557891
1031,미플란트치과의원,치과의원,"울산광역시 북구 명촌10길 3, 2층 (명촌동)","{'lat': 35.5533351, 'lng': 129.3559816}",35.5533351,129.3559816
1032,늘푸른치과의원,치과의원,울산광역시 북구 명촌로 75 (명촌동),"{'lat': 35.5538808, 'lng': 129.3566603}",35.5538808,129.3566603
1033,그린플란트치과의원,치과의원,"울산광역시 북구 호계로 345, 한주빌딩 3층 (신천동)","{'lat': 35.6375973, 'lng': 129.3472322}",35.6375973,129.3472322
1034,정인치과의원,치과의원,울산광역시 북구 아진로 106-2 (천곡동),"{'lat': 35.6309737, 'lng': 129.337557}",35.6309737,129.337557
1035,바른임플치과의원,치과의원,"울산광역시 북구 진장유통로 64, 4층 (진장동, 롯데마트)","{'lat': 35.5760407, 'lng': 129.3589929}",35.5760407,129.3589929
1036,현대문화치과의원,치과의원,"울산광역시 북구 염포로 599, 1층 (양정동, 현대자동차문화회관)","{'lat': 35.5381013, 'lng': 129.3881023}",35.5381013,129.3881023
1037,박태근치과의원,치과의원,"울산광역시 북구 화봉로 67, 2층 (화봉동)","{'lat': 35.588602, 'lng': 129.3662594}",35.588602,129.3662594
1038,디아이연세치과의원,치과의원,"울산광역시 북구 화봉로 60, 203호 (연암동)","{'lat': 35.5879118, 'lng': 129.3656882}",35.5879118,129.3656882
1039,강동치과의원,치과의원,"울산광역시 북구 산하중앙2로 290, 402호 (산하동, 아이스퀘어)","{'lat': 35.628949, 'lng': 129.440886}",35.628949,129.440886
1040,21세기좋은치과의원,치과의원,울산광역시 북구 호계로 283 (호계동),"{'lat': 35.628453, 'lng': 129.3506254}",35.628453,129.3506254
1041,청아치과의원,치과의원,울산광역시 북구 호계로 328 (신천동),"{'lat': 35.6320412, 'lng': 129.3519024}",35.6320412,129.3519024
1042,이순석치과의원,치과의원,"울산광역시 북구 화봉로 59, 가동 207호 (화봉동, 화봉시장)","{'lat': 35.5885731, 'lng': 129.3656289}",35.5885731,129.3656289
1043,가우정치과의원,치과의원,"울산광역시 북구 호계로 292, 4층 (호계동, 가우정치과의원)","{'lat': 35.6292009, 'lng': 129.3512976}",35.6292009,129.3512976
1044,성원치과의원,치과의원,"울산광역시 북구 염포로 187, 4층 (진장동)","{'lat': 35.5670817, 'lng': 129.3580598}",35.5670817,129.3580598
1045,현대치과의원,치과의원,울산광역시 북구 염포로 581 (양정동),"{'lat': 35.5550296, 'lng': 129.3832678}",35.5550296,129.3832678
1046,곽치과의원,치과의원,울산광역시 북구 호계로 298 (호계동),"{'lat': 35.6297043, 'lng': 129.3514877}",35.6297043,129.3514877
1047,호계치과의원,치과의원,"울산광역시 북구 호계2길 7, 2층 201호 (호계동)","{'lat': 35.62287, 'lng': 129.3555618}",35.62287,129.3555618
1048,월드치과의원,치과의원,"울산광역시 울주군 범서읍 천상길 17, 1층 202호","{'lat': 35.5611538, 'lng': 129.2269432}",35.5611538,129.2269432
1049,e튼튼치과의원,치과의원,"울산광역시 울주군 온산읍 덕남로 5, 2층","{'lat': 35.4334171, 'lng': 129.3117795}",35.4334171,129.3117795
1050,더젊어지는치과의원,치과의원,"울산광역시 울주군 언양읍 동문길 65, 5층","{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
1051,바른정치과의원,치과의원,"울산광역시 울주군 온산읍 덕신로 279, 수산업협동조합(온산점) 5층","{'lat': 35.4334171, 'lng': 129.3117795}",35.4334171,129.3117795
1052,뉴욕스마트치과의원,치과의원,"울산광역시 울주군 온양읍 온양로 105, 6층","{'lat': 35.4111529, 'lng': 129.2842016}",35.4111529,129.2842016
1053,센트럴울산치과의원,치과의원,"울산광역시 울주군 범서읍 굴화2길 2, 2층","{'lat': 35.555256, 'lng': 129.2603529}",35.555256,129.2603529
1054,뉴욕플란트치과의원,치과의원,"울산광역시 울주군 언양읍 반구대로 826, 2층","{'lat': 35.5848831, 'lng': 129.1341361}",35.5848831,129.1341361
1055,e열린치과의원,치과의원,"울산광역시 울주군 온양읍 대운길 27, 2층","{'lat': 35.4129336, 'lng': 129.280711}",35.4129336,129.280711
1056,봉주르치과의원,치과의원,"울산광역시 울주군 언양읍 헌양길 175, 2층","{'lat': 35.5668026, 'lng': 129.117416}",35.5668026,129.117416
1057,박치과의원,치과의원,"울산광역시 울주군 온산읍 덕남로 31, 2층","{'lat': 35.4320501, 'lng': 129.3102574}",35.4320501,129.3102574
1058,노엘치과의원,치과의원,울산광역시 울주군 온양읍 온양로 101,"{'lat': 35.410253, 'lng': 129.2830136}",35.410253,129.2830136
1059,아리아치과의원,치과의원,울산광역시 울주군 온산읍 덕망로 7-2,"{'lat': 35.4375271, 'lng': 129.3075214}",35.4375271,129.3075214
1060,장검에이스치과의원,치과의원,"울산광역시 울주군 범서읍 장검길 91, 2층","{'lat': 35.5539563, 'lng': 129.2533966}",35.5539563,129.2533966
1061,하나치과의원,치과의원,울산광역시 울주군 청량읍 삼정로 92-12 (24-202 (쌍용하나빌리지상가)),"{'lat': 35.4945203, 'lng': 129.2381731}",35.4945203,129.2381731
1062,미라인치과의원,치과의원,"울산광역시 울주군 범서읍 구영로 78, 4층 402호 (서린프라자)","{'lat': 35.57546, 'lng': 129.2406823}",35.57546,129.2406823
1063,미소치과의원,치과의원,울산광역시 울주군 범서읍 천상중앙길 95,"{'lat': 35.5623, 'lng': 129.2258861}",35.5623,129.2258861
1064,킴플란트치과의원,치과의원,"울산광역시 울주군 온산읍 덕신로 289, 2층,3층","{'lat': 35.4343555, 'lng': 129.3130932}",35.4343555,129.3130932
1065,성모치과의원,치과의원,울산광역시 울주군 온산읍 덕신로 267 (2층4호.3층),"{'lat': 35.4340327, 'lng': 129.3107851}",35.4340327,129.3107851
1066,조은치과의원,치과의원,울산광역시 울주군 언양읍 헌양길 24,"{'lat': 35.5646324, 'lng': 129.1262095}",35.5646324,129.1262095
1067,언양탑치과의원,치과의원,"울산광역시 울주군 언양읍 남문길 22, 2층","{'lat': 35.564839, 'lng': 129.1226163}",35.564839,129.1226163
1068,서영희치과의원,치과의원,"울산광역시 울주군 범서읍 장검길 3, 2층","{'lat': 35.5577381, 'lng': 129.2556049}",35.5577381,129.2556049
1069,소망치과의원,치과의원,"울산광역시 울주군 청량읍 덕하로 218, 1층","{'lat': 35.490465, 'lng': 129.3041267}",35.490465,129.3041267
1070,온양하나치과의원,치과의원,울산광역시 울주군 온양읍 온양로 98,"{'lat': 35.4101091, 'lng': 129.2822153}",35.4101091,129.2822153
1071,정겨운치과의원,치과의원,울산광역시 울주군 언양읍 헌양길 37 (지역농협),"{'lat': 35.5648821, 'lng': 129.1240273}",35.5648821,129.1240273
1072,구영연세뷰치과의원,치과의원,"울산광역시 울주군 범서읍 구영로 104, 2층","{'lat': 35.5732164, 'lng': 129.2416703}",35.5732164,129.2416703
1073,미소를심는치과의원,치과의원,"울산광역시 울주군 범서읍 구영로 100, 501호 (구영프라자)","{'lat': 35.575159, 'lng': 129.2408586}",35.575159,129.2408586
1074,울산플러스치과의원,치과의원,"울산광역시 울주군 온산읍 덕신로 266, 3층","{'lat': 35.4335575, 'lng': 129.3104713}",35.4335575,129.3104713
1075,니즈연합치과의원,치과의원,"울산광역시 울주군 범서읍 구영로 94, 404호 (M-플라자)","{'lat': 35.574109, 'lng': 129.2412947}",35.574109,129.2412947
1076,플러스치과의원,치과의원,울산광역시 울주군 삼남면 반구대로 163 (삼성SDI주식회사사업장내),"{'lat': 35.5151846, 'lng': 129.0937171}",35.5151846,129.0937171
1077,서울박치과의원,치과의원,울산광역시 울주군 언양읍 헌양길 18,"{'lat': 35.564534, 'lng': 129.1266163}",35.564534,129.1266163
1078,신미치과의원,치과의원,"울산광역시 울주군 범서읍 대리2길 39, 2층 (구영리,화진빌딩)","{'lat': 35.5696886, 'lng': 129.2456986}",35.5696886,129.2456986
1079,애플치과의원,치과의원,울산광역시 울주군 범서읍 구영로 142,"{'lat': 35.5700749, 'lng': 129.2430295}",35.5700749,129.2430295
1080,강남치과의원,치과의원,"울산광역시 울주군 언양읍 헌양길 84, 3층","{'lat': 35.5651047, 'lng': 129.1223465}",35.5651047,129.1223465
1081,우리치과의원,치과의원,울산광역시 울주군 범서읍 구영로 86,"{'lat': 35.5748277, 'lng': 129.2409947}",35.5748277,129.2409947
1082,우치과의원,치과의원,울산광역시 울주군 범서읍 천상중앙길 76,"{'lat': 35.5631414, 'lng': 129.2281381}",35.5631414,129.2281381
1083,삼성치과의원,치과의원,"울산광역시 울주군 언양읍 헌양길 12, 2층","{'lat': 35.5643228, 'lng': 129.1268361}",35.5643228,129.1268361
1084,하얀치과의원,치과의원,울산광역시 울주군 온산읍 덕신로 273,"{'lat': 35.4341784, 'lng': 129.311391}",35.4341784,129.311391
1085,이건우치과의원,치과의원,"울산광역시 울주군 범서읍 천상중앙길 86, 2층","{'lat': 35.5629016, 'lng': 129.2269046}",35.5629016,129.2269046
1086,천승욱치과의원,치과의원,울산광역시 울주군 온산읍 덕신로 256,"{'lat': 35.4333747, 'lng': 129.3095411}",35.4333747,129.3095411
1087,전치과의원,치과의원,울산광역시 울주군 언양읍 동문길 72,"{'lat': 35.5649924, 'lng': 129.1246283}",35.5649924,129.1246283
1088,온양치과의원,치과의원,"울산광역시 울주군 온양읍 온양로 153, 4층 401호","{'lat': 35.4089001, 'lng': 129.2883516}",35.4089001,129.2883516
1089,진치과의원,치과의원,울산광역시 울주군 범서읍 점촌4길 26,"{'lat': 35.5704658, 'lng': 129.2381485}",35.5704658,129.2381485
1090,언양치과의원,치과의원,울산광역시 울주군 언양읍 헌양길 30,"{'lat': 35.5647942, 'lng': 129.1258753}",35.5647942,129.1258753
1091,오복치과의원,치과의원,"울산광역시 울주군 언양읍 반구대로 820, 3층","{'lat': 35.5630885, 'lng': 129.1276473}",35.5630885,129.1276473
1092,서울유니온치과의원,치과의원,울산광역시 울주군 온양읍 연안3길 1,"{'lat': 35.4097429, 'lng': 129.2827512}",35.4097429,129.2827512
1093,김치과의원,치과의원,울산광역시 울주군 언양읍 동문길 66,"{'lat': 35.5654208, 'lng': 129.1244964}",35.5654208,129.1244964
