tm,rnum,stnId,stnNm,ta,taQcflg,rn,rnQcflg,ws,wsQcflg,wd,wdQcflg,hm,hmQcflg,pv,td,pa,paQcflg,ps,psQcflg,ss,ssQcflg,icsr,dsnw,hr3Fhsc,dc10Tca,dc10LmcsCa,clfmAbbrCd,lcsCh,vs,gndSttCd,dmstMtphNo,ts,tsQcflg,m005Te,m01Te,m02Te,m03Te
2020-08-03 19:00,5180,152,울산,28.4,,,,3.4,,200,,78,,30.0,24.1,1000.1,,1009.4,,0.1,,,,,10,7,,60,1387,,,27.1,,,,,
2020-08-03 20:00,5181,152,울산,27.8,,,,3.2,,200,,81,,30.2,24.2,1000.8,,1010.2,,0.0,,,,,9,7,,59,1204,,,26.1,,,,,
2020-08-03 21:00,5182,152,울산,27.6,,,,3.6,,200,,82,,30.2,24.2,1000.8,,1010.2,,,9,,,,8,5,AcCi,49,1052,,,25.5,,,,,
2020-08-03 22:00,5183,152,울산,27.1,,,,2.3,,180,,83,,29.7,23.9,1000.6,,1010.0,,,9,,,,6,0,,,1031,,,25.1,,,,,
2020-08-03 23:00,5184,152,울산,26.8,,,,2.0,,200,,84,,29.5,23.8,1000.7,,1010.1,,,9,,,,8,1,,67,994,,19,24.8,,,,,
2020-08-04 00:00,5185,152,울산,26.8,,,,2.3,,200,,83,,29.1,23.6,1001.3,,1010.7,,,9,,,,7,0,Ci,,1062,,19,24.5,,,,,
2020-08-04 01:00,5186,152,울산,27.2,,,,3.0,,200,,80,,28.8,23.4,1001.5,,1010.9,,,9,,,,7,1,,75,1074,,,24.2,,,,,
2020-08-04 02:00,5187,152,울산,26.5,,,,1.3,,180,,83,,28.6,23.3,1001.7,,1011.1,,,9,,,,5,5,,75,1039,,,24.0,,,,,
2020-08-04 03:00,5188,152,울산,26.1,,,,0.7,,160,,84,,28.3,23.1,1001.7,,1011.1,,,9,,,,3,0,Ci,,951,,19,23.8,,,,,
2020-08-04 04:00,5189,152,울산,25.8,,,,2.6,,200,,88,,29.1,23.6,1001.8,,1011.3,,,9,,,,4,0,Ci,,834,,19,23.7,,,,,
2020-08-04 05:00,5190,152,울산,25.4,,,,0.5,,250,,91,,29.5,23.8,1002.3,,1011.8,,,9,,,,6,0,Ci,,767,,19,23.6,,,,,
2020-08-04 06:00,5191,152,울산,25.3,,,,1.4,,180,,93,,29.8,24.0,1002.3,,1011.8,,0.0,,,,,6,0,Ci,,712,,19,23.8,,,,,
2020-08-04 07:00,5192,152,울산,26.3,,,,2.4,,200,,86,,29.3,23.7,1002.8,,1012.2,,0.0,,,,,3,0,Ci,,800,,19,24.6,,,,,
2020-08-04 08:00,5193,152,울산,27.3,,,,2.5,,200,,82,,29.7,23.9,1003.4,,1012.8,,1.0,,,,,8,8,Ac,37,898,,19,27.6,,,,,
2020-08-04 09:00,5194,152,울산,27.8,,,,3.5,,200,,78,,29.1,23.6,1003.5,,1012.9,,0.7,,,,,6,6,Ac,39,995,,19,27.7,,,,,
2020-08-04 10:00,5195,152,울산,29.6,,,,4.0,,200,,70,,28.9,23.5,1003.7,,1013.0,,0.7,,,,,6,4,ScCi,9,1162,,19,32.3,,,,,
2020-08-04 11:00,5196,152,울산,30.9,,,,3.6,,200,,65,,28.9,23.5,1003.5,,1012.8,,1.0,,,,,8,3,ScCi,11,1477,,,34.8,,,,,
2020-08-04 12:00,5197,152,울산,31.3,,,,3.4,,200,,65,,29.7,23.9,1003.1,,1012.4,,0.8,,,,,7,2,ScCi,12,1453,,,34.8,,,,,
2020-08-04 13:00,5198,152,울산,31.3,,,,3.9,,230,,63,,28.8,23.4,1003.1,,1012.4,,1.0,,,,,7,4,ScCi,12,1402,,,35.2,,,,,
2020-08-04 14:00,5199,152,울산,31.8,,,,3.5,,200,,64,,30.0,24.1,1002.8,,1012.1,,0.8,,,,,7,4,ScCi,12,1323,,,35.6,,,,,
2020-08-04 15:00,5200,152,울산,31.1,,,,3.6,,200,,70,,31.5,24.9,1002.6,,1011.9,,1.0,,,,,6,4,ScCi,10,915,,40,35.1,,,,,
2020-08-04 16:00,5201,152,울산,31.4,,,,3.9,,200,,66,,30.2,24.2,1002.5,,1011.8,,1.0,,,,,4,2,ScCi,10,983,,40,35.6,,,,,
2020-08-04 17:00,5202,152,울산,30.5,,,,4.4,,200,,70,,30.4,24.3,1002.6,,1011.9,,0.9,,,,,6,6,Ac,45,837,,40,32.6,,,,,
2020-08-04 18:00,5203,152,울산,29.7,,,,3.4,,200,,76,,31.7,25.0,1002.6,,1011.9,,0.6,,,,,5,5,Ac,45,796,,40,30.5,,,,,
2020-08-04 19:00,5204,152,울산,28.8,,,,4.3,,200,,78,,30.7,24.5,1002.7,,1012.0,,0.4,,,,,6,0,,,798,,40,28.0,,,,,
2020-08-04 20:00,5205,152,울산,28.2,,,,2.9,,200,,81,,30.9,24.6,1003.6,,1013.0,,0.0,,,,,3,0,,,821,,4019,26.6,,,,,
2020-08-04 21:00,5206,152,울산,27.9,,,,3.2,,200,,82,,30.7,24.5,1003.9,,1013.3,,,9,,,,8,0,Ci,,836,,19,26.0,,,,,
2020-08-04 22:00,5207,152,울산,27.7,,,,3.4,,200,,83,,30.7,24.5,1004.7,,1014.1,,,9,,,,8,0,,,828,,19,25.7,,,,,
2020-08-04 23:00,5208,152,울산,27.2,,,,2.9,,200,,85,,30.6,24.4,1005.0,,1014.4,,,9,,,,5,0,,,870,,19,25.3,,,,,
2020-08-05 00:00,5209,152,울산,26.5,,,,1.1,,200,,84,,28.9,23.5,1005.1,,1014.6,,,9,,,,7,7,Sc,15,902,,19,25.0,,,,,
2020-08-05 01:00,5210,152,울산,25.9,,,,0.0,,0,,90,,30.0,24.1,1005.0,,1014.5,,,9,,,,4,0,,,835,,19,24.6,,,,,
2020-08-05 02:00,5211,152,울산,26.3,,,,1.5,,230,,87,,29.7,23.9,1004.9,,1014.4,,,9,,,,5,0,,,777,,19,24.2,,,,,
2020-08-05 03:00,5212,152,울산,25.8,,,,1.9,,200,,89,,29.5,23.8,1004.5,,1014.0,,,9,,,,6,6,Ac,35,782,,19,24.0,,,,,
2020-08-05 04:00,5213,152,울산,25.6,,,,1.8,,200,,91,,29.8,24.0,1004.6,,1014.1,,,9,,,,6,0,Ci,,705,,19,23.9,,,,,
2020-08-05 05:00,5214,152,울산,25.4,,,,1.3,,270,,92,,29.7,23.9,1005.0,,1014.5,,,9,,,,7,0,Ci,,796,,19,23.7,,,,,
2020-08-05 06:00,5215,152,울산,24.4,,,,0.4,,0,,97,,29.5,23.8,1004.9,,1014.4,,0.0,,,,,7,0,Ci,,530,,19,23.9,,,,,
2020-08-05 07:00,5216,152,울산,26.1,,,,0.0,,0,,93,,31.3,24.8,1005.2,,1014.7,,0.4,,,,,8,1,ScAc,10,717,,19,25.2,,,,,
2020-08-05 08:00,5217,152,울산,28.0,,,,0.5,,180,,84,,31.7,25.0,1005.3,,1014.7,,1.0,,,,,2,0,Ci,,1059,,19,28.1,,,,,
2020-08-05 09:00,5218,152,울산,29.2,,,,2.6,,200,,77,,31.1,24.7,1005.1,,1014.4,,1.0,,,,,6,6,Sc,7,1473,,,31.3,,,,,
2020-08-05 10:00,5219,152,울산,30.0,,,,4.1,,200,,70,,29.7,23.9,1004.8,,1014.2,,1.0,,,,,3,2,ScCi,10,1986,,,32.6,,,,,
2020-08-05 11:00,5220,152,울산,30.7,,,,4.0,,200,,67,,29.5,23.8,1004.5,,1013.8,,0.9,,,,,6,3,ScCi,10,1991,,,33.2,,,,,
2020-08-05 12:00,5221,152,울산,30.6,,,,3.9,,200,,70,,30.6,24.4,1004.3,,1013.6,,1.0,,,,,6,6,Sc,10,2000,,,33.1,,,,,
2020-08-05 13:00,5222,152,울산,31.2,,,,5.2,,200,,64,,28.9,23.5,1004.0,,1013.3,,0.9,,,,,6,3,ScCi,12,1996,,,35.2,,,,,
2020-08-05 14:00,5223,152,울산,31.0,,,,5.1,,200,,66,,29.5,23.8,1003.8,,1013.1,,0.9,,,,,7,4,ScAc,10,2000,,,34.8,,,,,
2020-08-05 15:00,5224,152,울산,31.0,,,,3.4,,200,,66,,29.5,23.8,1003.5,,1012.8,,0.6,,,,,7,4,ScCi,10,2000,,,34.0,,,,,
2020-08-05 16:00,5225,152,울산,30.8,,,,2.9,,200,,67,,29.7,23.9,1003.6,,1012.9,,0.8,,,,,7,5,ScCi,11,2000,,,33.3,,,,,
2020-08-05 17:00,5226,152,울산,29.4,,,,3.4,,200,,78,,31.9,25.1,1003.7,,1013.0,,0.0,,,,,8,3,ScCi,8,1999,,,30.4,,,,,
2020-08-05 18:00,5227,152,울산,28.8,,,,2.7,,200,,79,,31.1,24.7,1003.7,,1013.0,,0.0,,,,,9,2,ScCi,7,2000,,,28.9,,,,,
2020-08-05 19:00,5228,152,울산,28.4,,,,3.6,,200,,81,,31.3,24.8,1003.6,,1013.0,,0.0,,,,,9,1,,,2000,,,27.5,,,,,
2020-08-05 20:00,5229,152,울산,27.9,,,,3.1,,180,,85,,31.9,25.1,1003.4,,1012.8,,0.0,,,,,9,0,,,1997,,,26.7,,,,,
2020-08-05 21:00,5230,152,울산,27.7,,,,3.0,,180,,84,,31.1,24.7,1003.4,,1012.8,,,9,,,,8,0,Ci,,1976,,,26.1,,,,,
2020-08-05 22:00,5231,152,울산,27.6,,,,3.4,,180,,84,,30.9,24.6,1003.3,,1012.7,,,9,,,,9,0,,,1984,,,25.9,,,,,
2020-08-05 23:00,5232,152,울산,27.5,,,,2.7,,180,,84,,30.7,24.5,1003.3,,1012.7,,,9,,,,9,0,,,1983,,,25.6,,,,,
2020-08-06 00:00,5233,152,울산,27.4,,,,3.1,,200,,86,,31.3,24.8,1002.9,,1012.3,,,9,,,,7,1,ScCi,8,1816,,,25.3,,,,,
2020-08-06 01:00,5234,152,울산,27.4,,,,3.5,,180,,85,,30.9,24.6,1002.2,,1011.6,,,9,,,,4,1,,19,1798,,,25.2,,,,,
2020-08-06 02:00,5235,152,울산,27.2,,,,3.5,,180,,88,,31.7,25.0,1001.4,,1010.8,,,9,,,,4,1,,11,1502,,,25.1,,,,,
2020-08-06 03:00,5236,152,울산,26.7,,0.0,,3.9,,180,,93,,32.4,25.4,1000.8,,1010.2,,,9,,,,10,5,ScAs,8,1266,,01,25.2,,,,,
2020-08-06 04:00,5237,152,울산,27.0,,0.0,,3.8,,180,,91,,32.2,25.3,1000.0,,1009.4,,,9,,,,10,5,ScAs,9,1320,,01,25.4,,,,,
2020-08-06 05:00,5238,152,울산,25.9,,0.5,,3.1,,180,,98,,32.6,25.5,999.8,,1009.2,,,9,,,,10,7,ScAs,3,1034,,1901,25.4,,,,,
2020-08-06 06:00,5239,152,울산,26.3,,0.1,,3.2,,180,,97,,33.0,25.7,999.3,,1008.7,,0.0,,,,,10,7,ScAs,8,1300,,01,25.4,,,,,
2020-08-06 07:00,5240,152,울산,27.2,,0.0,,4.0,,180,,88,,31.7,25.0,999.1,,1008.5,,0.0,,,,,10,7,ScAs,9,1452,,01,25.6,,,,,
2020-08-06 08:00,5241,152,울산,27.4,,,9,4.0,,180,,86,,31.3,24.8,998.8,,1008.2,,0.0,,,,,10,9,ScAs,9,1123,,,25.8,,,,,
2020-08-06 09:00,5242,152,울산,27.8,,0.0,,3.5,,200,,85,,31.7,25.0,998.4,,1007.7,,0.0,,,,,10,8,ScAs,10,1311,,01,26.5,,,,,
2020-08-06 10:00,5243,152,울산,28.4,,,9,3.9,,200,,79,,30.4,24.3,998.3,,1007.6,,0.0,,,,,10,7,ScAs,11,1371,,,26.8,,,,,
2020-08-06 11:00,5244,152,울산,28.4,,,9,3.6,,200,,78,,30.0,24.1,998.5,,1007.8,,0.0,,,,,10,9,ScAs,10,1448,,,26.9,,,,,
2020-08-06 12:00,5245,152,울산,28.9,,0.0,,4.2,,200,,77,,30.6,24.4,998.4,,1007.7,,0.0,,,,,10,9,ScAs,10,1656,,01,27.8,,,,,
2020-08-06 13:00,5246,152,울산,28.6,,,9,3.7,,200,,78,,30.4,24.3,998.0,,1007.3,,0.0,,,,,10,9,ScAs,10,1681,,,27.4,,,,,
2020-08-06 14:00,5247,152,울산,28.5,,,9,3.4,,200,,80,,31.1,24.7,997.4,,1006.7,,0.0,,,,,10,9,ScAs,9,1644,,,27.3,,,,,
2020-08-06 15:00,5248,152,울산,27.8,,,9,4.4,,200,,83,,30.9,24.6,997.3,,1006.6,,0.0,,,,,10,9,ScAs,8,1939,,,27.0,,,,,
2020-08-06 16:00,5249,152,울산,28.2,,,9,3.7,,200,,83,,31.7,25.0,997.3,,1006.6,,0.0,,,,,10,9,ScAs,7,1931,,,27.3,,,,,
2020-08-06 17:00,5250,152,울산,28.0,,0.0,,4.1,,200,,83,,31.3,24.8,996.6,,1005.9,,0.0,,,,,9,8,ScAc,10,1861,,01,27.0,,,,,
2020-08-06 18:00,5251,152,울산,27.9,,,9,4.0,,200,,82,,30.7,24.5,996.8,,1006.1,,0.0,,,,,9,2,ScAc,10,1999,,,26.2,,,,,
2020-08-06 19:00,5252,152,울산,27.3,,0.0,,1.3,,200,,85,,30.7,24.5,997.4,,1006.7,,0.0,,,,,10,9,ScAs,11,2000,,01,25.8,,,,,
2020-08-06 20:00,5253,152,울산,27.5,,0.0,,2.2,,200,,86,,31.5,24.9,998.2,,1007.5,,0.0,,,,,10,7,ScAs,10,2000,,01,25.7,,,,,
2020-08-06 21:00,5254,152,울산,27.4,,,9,3.5,,200,,87,,31.7,25.0,998.3,,1007.7,,,9,,,,10,5,ScAs,10,1997,,,25.5,,,,,
2020-08-06 22:00,5255,152,울산,27.3,,,9,3.2,,200,,88,,31.9,25.1,998.7,,1008.1,,,9,,,,10,3,,39,1976,,,25.4,,,,,
2020-08-06 23:00,5256,152,울산,27.0,,0.0,,1.4,,180,,90,,32.1,25.2,999.1,,1008.5,,,9,,,,10,3,ScAs,11,1707,,01,25.4,,,,,
2020-08-07 00:00,5257,152,울산,26.0,,,9,0.8,,230,,94,,31.5,24.9,998.5,,1007.9,,,9,,,,10,3,ScAs,10,1313,,,25.1,,,,,
2020-08-07 01:00,5258,152,울산,26.5,,,,2.0,,200,,93,,32.1,25.2,998.7,,1008.1,,,9,,,,10,6,,46,1543,,,25.1,,,,,
2020-08-07 02:00,5259,152,울산,26.0,,,,0.5,,110,,91,,30.6,24.4,998.4,,1007.8,,,9,,,,10,2,,29,1234,,,25.0,,,,,
2020-08-07 03:00,5260,152,울산,25.0,,,,0.5,,90,,96,,30.4,24.3,998.2,,1007.7,,,9,,,,10,5,ScAs,12,977,,19,24.8,,,,,
2020-08-07 04:00,5261,152,울산,25.1,,0.6,,3.6,,230,,98,,31.1,24.7,998.2,,1007.7,,,9,,,,10,8,CbScAs,3,1910,,1904,24.7,,,,,
2020-08-07 05:00,5262,152,울산,25.5,,0.0,,4.7,,200,,98,,31.9,25.1,998.3,,1007.7,,,9,,,,10,6,CbScAs,5,1348,,04,24.7,,,,,
2020-08-07 06:00,5263,152,울산,25.3,,7.8,,1.4,,270,,98,,31.5,24.9,998.3,,1007.7,,0.0,,,,,10,7,ScAs,10,2000,,04,24.6,,,,,
2020-08-07 07:00,5264,152,울산,25.4,,,9,0.5,,270,,98,,31.7,25.0,998.1,,1007.5,,0.0,,,,,10,5,ScAs,10,1861,,,25.4,,,,,
2020-08-07 08:00,5265,152,울산,26.8,,,9,0.5,,20,,98,,34.4,26.4,998.2,,1007.6,,0.1,,,,,9,3,ScAc,10,2000,,,27.9,,,,,
2020-08-07 09:00,5266,152,울산,26.6,,0.0,,1.0,,360,,97,,33.6,26.0,998.8,,1008.2,,0.2,,,,,10,6,ScAs,8,1362,,01,28.0,,,,,
2020-08-07 10:00,5267,152,울산,27.7,,0.1,,0.7,,50,,95,,35.2,26.8,998.8,,1008.1,,0.1,,,,,10,7,ScAs,3,1720,,01,29.9,,,,,
2020-08-07 11:00,5268,152,울산,28.3,,0.0,,2.0,,200,,86,,33.0,25.7,998.6,,1007.9,,0.0,,,,,10,3,ScAs,10,2000,,01,31.1,,,,,
2020-08-07 12:00,5269,152,울산,28.1,,,9,2.8,,200,,85,,32.2,25.3,998.3,,1007.6,,0.1,,,,,10,9,ScAs,6,1808,,,29.9,,,,,
2020-08-07 13:00,5270,152,울산,28.1,,,9,3.0,,200,,82,,31.1,24.7,997.6,,1006.9,,0.0,,,,,10,8,ScAs,19,1018,,,29.3,,,,,
2020-08-07 14:00,5271,152,울산,27.6,,,9,3.2,,200,,80,,29.5,23.8,997.2,,1006.5,,0.0,,,,,10,8,ScAs,18,727,,19,28.2,,,,,
2020-08-07 15:00,5272,152,울산,26.0,,0.8,,2.8,,230,,92,,30.7,24.5,997.1,,1006.5,,0.0,,,,,10,8,ScAs,10,373,,1901,26.8,,,,,
2020-08-07 16:00,5273,152,울산,26.1,,0.3,,1.3,,230,,96,,32.4,25.4,997.1,,1006.5,,0.0,,,,,10,7,ScAs,8,450,,1901,26.9,,,,,
2020-08-07 17:00,5274,152,울산,25.7,,0.0,,1.5,,20,,98,,32.2,25.3,996.8,,1006.2,,0.0,,,,,10,8,ScAs,10,315,,1901,26.8,,,,,
2020-08-07 18:00,5275,152,울산,24.5,,0.0,,2.1,,360,,98,,30.0,24.1,996.5,,1005.9,,0.0,,,,,10,7,ScAs,2,690,,1901,25.8,,,,,
2020-08-07 19:00,5276,152,울산,24.4,,13.3,,0.9,,180,,98,,29.8,24.0,996.7,,1006.1,,0.0,,,,,10,8,StNs,2,262,,1901,25.4,,,,,
2020-08-07 20:00,5277,152,울산,24.3,,1.3,,0.8,,180,,98,,29.7,23.9,996.7,,1006.1,,0.0,,,,,10,7,StNs,3,562,,1901,25.3,,,,,
2020-08-07 21:00,5278,152,울산,23.1,,0.6,,0.5,,140,,98,,27.6,22.7,996.9,,1006.4,,,9,,,,10,8,StNs,3,459,,1901,24.7,,,,,
2020-08-07 22:00,5279,152,울산,22.8,,3.4,,0.2,,0,,98,,27.1,22.4,996.8,,1006.3,,,9,,,,10,8,StNs,3,269,,1901,25.0,,,,,
2020-08-07 23:00,5280,152,울산,23.2,,0.6,,0.5,,20,,98,,27.7,22.8,996.8,,1006.2,,,9,,,,10,8,StNs,3,294,,1901,24.4,,,,,
2020-08-08 00:00,5281,152,울산,23.5,,1.3,,0.9,,140,,98,,28.3,23.1,996.3,,1005.7,,,9,,,,10,8,StNs,3,230,,1901,24.6,,,,,
2020-08-08 01:00,5282,152,울산,23.5,,0.6,,0.0,,0,,98,,28.3,23.1,996.0,,1005.4,,,9,,,,10,9,StNs,2,239,,1901,24.4,,,,,
2020-08-08 02:00,5283,152,울산,23.6,,2.3,,1.5,,180,,98,,28.4,23.2,995.4,,1004.8,,,9,,,,10,9,StNs,6,508,,1901,25.0,,,,,
2020-08-08 03:00,5284,152,울산,24.2,,1.2,,2.6,,180,,98,,29.5,23.8,994.4,,1003.8,,,9,,,,10,8,StNs,3,528,,1901,24.8,,,,,
2020-08-08 04:00,5285,152,울산,24.5,,2.8,,3.0,,200,,98,,30.0,24.1,994.4,,1003.8,,,9,,,,10,8,StNs,3,418,,1901,25.0,,,,,
2020-08-08 05:00,5286,152,울산,24.4,,2.1,,1.7,,230,,98,,29.8,24.0,994.8,,1004.2,,,9,,,,10,8,StNs,7,448,,1901,25.1,,,,,
2020-08-08 06:00,5287,152,울산,24.2,,5.1,,1.2,,180,,98,,29.5,23.8,994.8,,1004.2,,0.0,,,,,10,8,StNs,4,662,,1901,25.2,,,,,
2020-08-08 07:00,5288,152,울산,24.3,,1.9,,3.3,,200,,98,,29.7,23.9,994.8,,1004.2,,0.0,,,,,10,8,StNs,3,668,,1901,24.9,,,,,
2020-08-08 08:00,5289,152,울산,24.2,,4.6,,2.0,,200,,98,,29.5,23.8,995.0,,1004.4,,0.0,,,,,10,6,StNs,8,501,,1901,25.0,,,,,
2020-08-08 09:00,5290,152,울산,24.4,,4.9,,1.7,,200,,98,,29.8,24.0,994.8,,1004.2,,0.0,,,,,10,7,StNs,8,435,,1901,25.1,,,,,
2020-08-08 10:00,5291,152,울산,24.6,,1.7,,0.3,,0,,98,,30.2,24.2,994.7,,1004.1,,0.0,,,,,10,7,StNs,11,807,,1901,25.3,,,,,
2020-08-08 11:00,5292,152,울산,25.5,,2.3,,0.1,,0,,98,,31.9,25.1,995.2,,1004.6,,0.0,,,,,10,6,StNs,8,867,,1901,25.7,,,,,
2020-08-08 12:00,5293,152,울산,25.5,,1.8,,0.4,,0,,98,,31.9,25.1,995.3,,1004.7,,0.0,,,,,10,8,StNs,10,774,,1901,26.2,,,,,
2020-08-08 13:00,5294,152,울산,26.1,,0.1,,0.8,,160,,98,,33.0,25.7,994.8,,1004.2,,0.0,,,,,10,3,StNs,8,785,,1901,27.6,,,,,
2020-08-08 14:00,5295,152,울산,25.4,,0.5,,0.6,,180,,98,,31.7,25.0,994.5,,1003.9,,0.0,,,,,10,6,ScNs,10,272,,1901,26.7,,,,,
2020-08-08 15:00,5296,152,울산,24.6,,0.8,,2.0,,140,,98,,30.2,24.2,994.2,,1003.5,,0.0,,,,,10,6,StNs,1,757,,1901,25.9,,,,,
2020-08-08 16:00,5297,152,울산,24.2,,1.8,,1.0,,180,,98,,29.5,23.8,994.7,,1004.1,,0.0,,,,,10,7,StNs,1,442,,1901,25.6,,,,,
2020-08-08 17:00,5298,152,울산,24.4,,0.4,,0.3,,0,,98,,29.8,24.0,994.9,,1004.3,,0.0,,,,,10,6,ScAs,10,1690,,1901,26.2,,,,,
2020-08-08 18:00,5299,152,울산,24.6,,0.6,,0.6,,340,,98,,30.2,24.2,995.0,,1004.4,,0.0,,,,,10,5,ScAs,7,1722,,1901,25.8,,,,,
2020-08-08 19:00,5300,152,울산,24.4,,0.0,,1.6,,340,,98,,29.8,24.0,995.4,,1004.8,,0.0,,,,,10,6,ScAs,2,2000,,01,25.2,,,,,
2020-08-08 20:00,5301,152,울산,24.4,,,9,0.2,,0,,98,,29.8,24.0,996.0,,1005.4,,0.0,,,,,10,3,,,1194,,,25.0,,,,,
2020-08-08 21:00,5302,152,울산,23.3,,,9,1.5,,180,,98,,27.9,22.9,996.6,,1006.0,,,9,,,,10,8,ScAs,3,1074,,,24.5,,,,,
2020-08-08 22:00,5303,152,울산,23.2,,0.0,,0.8,,200,,98,,27.7,22.8,997.2,,1006.7,,,9,,,,10,7,ScAs,10,692,,1901,24.2,,,,,
2020-08-08 23:00,5304,152,울산,23.1,,,9,0.3,,0,,98,,27.6,22.7,997.3,,1006.8,,,9,,,,10,1,,2,722,,19,23.9,,,,,
2020-08-09 00:00,5305,152,울산,23.1,,,9,0.7,,340,,98,,27.6,22.7,997.2,,1006.7,,,9,,,,10,7,ScAs,2,766,,19,23.8,,,,,
2020-08-09 01:00,5306,152,울산,23.0,,,,0.3,,0,,98,,27.4,22.6,996.8,,1006.3,,,9,,,,10,2,,1,709,,19,23.7,,,,,
2020-08-09 02:00,5307,152,울산,23.3,,,,0.4,,0,,98,,27.9,22.9,996.6,,1006.0,,,9,,,,10,0,,,593,,19,23.6,,,,,
2020-08-09 03:00,5308,152,울산,23.4,,,,0.3,,0,,98,,28.1,23.0,996.3,,1005.7,,,9,,,,8,2,ScAc,12,1209,,19,23.5,,,,,
2020-08-09 04:00,5309,152,울산,24.4,,,,0.9,,180,,98,,29.8,24.0,996.1,,1005.5,,,9,,,,9,2,ScAc,10,1293,,,23.5,,,,,
2020-08-09 05:00,5310,152,울산,26.0,,,,2.8,,200,,93,,31.1,24.7,996.0,,1005.4,,,9,,,,8,8,Sc,11,2000,,,23.7,,,,,
2020-08-09 06:00,5311,152,울산,26.1,,,,3.7,,200,,91,,30.7,24.5,996.5,,1005.9,,0.0,,,,,7,2,ScAc,10,2000,,,23.8,,,,,
2020-08-09 07:00,5312,152,울산,26.8,,,,2.8,,200,,88,,30.9,24.6,996.8,,1006.2,,0.6,,,,,5,5,Sc,10,1999,,,24.5,,,,,
2020-08-09 08:00,5313,152,울산,28.5,,,,3.4,,200,,79,,30.6,24.4,996.8,,1006.1,,1.0,,,,,6,4,ScCi,10,1861,,,27.6,,,,,
2020-08-09 09:00,5314,152,울산,29.3,,,,4.2,,200,,74,,30.0,24.1,996.8,,1006.1,,1.0,,,,,6,4,ScCi,10,2000,,,30.5,,,,,
2020-08-09 10:00,5315,152,울산,29.3,,,,4.3,,180,,75,,30.6,24.4,997.1,,1006.4,,1.0,,,,,8,5,ScCi,10,2000,,,30.2,,,,,
2020-08-09 11:00,5316,152,울산,29.8,,,,4.3,,200,,70,,29.3,23.7,996.9,,1006.2,,1.0,,,,,7,4,ScCi,11,2000,,,31.1,,,,,
2020-08-09 12:00,5317,152,울산,30.2,,,,4.5,,200,,67,,28.6,23.3,996.5,,1005.8,,0.9,,,,,8,4,ScCi,13,2000,,,31.3,,,,,
2020-08-09 13:00,5318,152,울산,30.9,,,,4.8,,200,,65,,28.9,23.5,996.3,,1005.5,,0.9,,,,,7,3,ScCi,11,2000,,,33.0,,,,,
2020-08-09 14:00,5319,152,울산,30.7,,,,5.5,,200,,67,,29.5,23.8,996.1,,1005.3,,0.9,,,,,7,5,ScCi,10,2000,,,33.6,,,,,
2020-08-09 15:00,5320,152,울산,29.6,,,,4.1,,180,,75,,30.9,24.6,996.1,,1005.3,,0.9,,,,,8,6,ScCi,10,2000,,,31.4,,,,,
2020-08-09 16:00,5321,152,울산,28.8,,,,3.9,,180,,80,,31.5,24.9,996.3,,1005.6,,0.7,,,,,8,7,ScCi,10,2000,,,30.7,,,,,
2020-08-09 17:00,5322,152,울산,28.1,,,,4.1,,180,,84,,31.9,25.1,996.3,,1005.6,,0.5,,,,,7,7,Sc,8,2000,,,29.1,,,,,
2020-08-09 18:00,5323,152,울산,26.3,,0.3,,3.9,,200,,95,,32.4,25.4,996.9,,1006.3,,0.3,,,,,8,8,Sc,8,2000,,01,28.0,,,,,
2020-08-09 19:00,5324,152,울산,26.3,,0.0,,2.8,,200,,90,,30.7,24.5,997.0,,1006.4,,0.5,,,,,5,3,ScCi,10,2000,,01,26.2,,,,,
2020-08-09 20:00,5325,152,울산,26.9,,,9,3.8,,200,,88,,31.1,24.7,996.9,,1006.3,,0.0,,,,,5,5,,7,2000,,,25.6,,,,,
2020-08-09 21:00,5326,152,울산,26.1,,,9,3.3,,180,,96,,32.4,25.4,997.2,,1006.6,,,9,,,,9,9,Sc,3,2000,,,25.6,,,,,
2020-08-09 22:00,5327,152,울산,25.5,,,9,3.1,,200,,98,,31.9,25.1,997.5,,1006.9,,,9,,,,9,9,,3,1990,,,25.4,,,,,
2020-08-09 23:00,5328,152,울산,26.1,,0.0,,3.8,,180,,97,,32.6,25.5,997.4,,1006.8,,,9,,,,10,8,ScAs,5,1574,,01,25.3,,,,,
2020-08-10 00:00,5329,152,울산,25.6,,0.0,,4.3,,200,,97,,31.7,25.0,997.6,,1007.0,,,9,,,,10,6,ScAs,3,1855,,01,25.1,,,,,
2020-08-10 01:00,5330,152,울산,25.2,,0.6,,3.3,,200,,98,,31.3,24.8,997.6,,1007.0,,,9,,,,10,8,ScAs,7,2000,,01,24.9,,,,,
2020-08-10 02:00,5331,152,울산,25.8,,,9,3.4,,200,,96,,31.9,25.1,997.3,,1006.7,,,9,,,,6,6,,6,1836,,,24.9,,,,,
2020-08-10 03:00,5332,152,울산,26.0,,0.0,,2.9,,200,,98,,32.8,25.6,996.9,,1006.3,,,9,,,,10,8,ScAs,7,1622,,01,25.1,,,,,
2020-08-10 04:00,5333,152,울산,26.7,,0.1,,3.2,,200,,96,,33.6,26.0,996.6,,1006.0,,,9,,,,10,8,ScAs,8,2000,,01,25.2,,,,,
2020-08-10 05:00,5334,152,울산,26.6,,0.0,,2.8,,200,,97,,33.6,26.0,996.6,,1006.0,,,9,,,,10,9,ScAs,4,2000,,01,25.3,,,,,
