tm,rnum,stnId,stnNm,ta,taQcflg,rn,rnQcflg,ws,wsQcflg,wd,wdQcflg,hm,hmQcflg,pv,td,pa,paQcflg,ps,psQcflg,ss,ssQcflg,icsr,dsnw,hr3Fhsc,dc10Tca,dc10LmcsCa,clfmAbbrCd,lcsCh,vs,gndSttCd,dmstMtphNo,ts,tsQcflg,m005Te,m01Te,m02Te,m03Te
2020-01-01 00:00,1,152,울산,-2.7,,,,2.3,,360,,23,,1.1,-21.0,1019.7,,1030.4,,,9,,,,0,0,,,2000,,,-4.0,,,,,
2020-01-01 01:00,2,152,울산,-3.3,,,,2.2,,320,,25,,1.2,-20.5,1019.7,,1030.5,,,9,,,,0,0,,,2000,,,-4.3,,,,,
2020-01-01 02:00,3,152,울산,-3.6,,,,3.0,,320,,25,,1.2,-20.8,1019.6,,1030.4,,,9,,,,0,0,,,2000,,,-4.4,,,,,
2020-01-01 03:00,4,152,울산,-3.3,,,,2.4,,320,,33,,1.6,-17.3,1019.4,,1030.2,,,9,,,,0,0,,,2000,,,-4.1,,,,,
2020-01-01 04:00,5,152,울산,-3.1,,,,1.3,,320,,45,,2.2,-13.3,1019.0,,1029.7,,,9,,,,0,0,,,2000,,,-4.0,,,,,
2020-01-01 05:00,6,152,울산,-2.2,,,,1.5,,320,,49,,2.6,-11.4,1018.7,,1029.4,,,9,,,,0,0,,,2000,,,-3.6,,,,,
2020-01-01 06:00,7,152,울산,-1.0,,,,3.3,,290,,52,,3.0,-9.6,1019.0,,1029.6,,,9,,,,8,0,Ci,,2000,,,-2.6,,,,,
2020-01-01 07:00,8,152,울산,-0.7,,,,2.6,,340,,54,,3.1,-8.8,1019.3,,1029.9,,,9,,,,8,0,Ci,,2000,,,-2.0,,,,,
2020-01-01 08:00,9,152,울산,-0.4,,,,2.2,,360,,56,,3.3,-8.1,1019.1,,1029.7,,0.2,,,,,8,0,Ci,,2000,,,-2.1,,,,,
2020-01-01 09:00,10,152,울산,0.6,,,,3.3,,320,,57,,3.6,-6.9,1020.3,,1030.9,,0.3,,,,,7,0,Ci,,2000,,,-0.8,,,,,
2020-01-01 10:00,11,152,울산,1.6,,,,3.1,,320,,54,,3.7,-6.7,1020.8,,1031.4,,0.9,,,,,4,0,Ci,,2000,,,-0.1,,,,,
2020-01-01 11:00,12,152,울산,2.7,,,,3.7,,320,,49,,3.6,-6.9,1020.6,,1031.1,,1.0,,,,,2,0,Ci,,2000,,,2.5,,,,,
2020-01-01 12:00,13,152,울산,3.7,,,,3.8,,320,,46,,3.7,-6.8,1019.5,,1030.0,,1.0,,,,,1,0,Ci,,2000,,,4.9,,,,,
2020-01-01 13:00,14,152,울산,5.0,,,,3.0,,320,,42,,3.7,-6.8,1018.3,,1028.7,,1.0,,,,,0,0,,,2000,,,10.5,,,,,
2020-01-01 14:00,15,152,울산,5.6,,,,3.2,,320,,41,,3.7,-6.6,1018.1,,1028.5,,1.0,,,,,0,0,,,2000,,,10.6,,,,,
2020-01-01 15:00,16,152,울산,5.5,,,,3.8,,320,,38,,3.4,-7.7,1018.2,,1028.6,,1.0,,,,,0,0,,,2000,,,8.1,,,,,
2020-01-01 16:00,17,152,울산,5.2,,,,3.6,,320,,40,,3.5,-7.3,1018.6,,1029.0,,1.0,,,,,0,0,,,2000,,,5.4,,,,,
2020-01-01 17:00,18,152,울산,4.3,,,,3.5,,340,,43,,3.6,-7.2,1018.9,,1029.3,,0.8,,,,,0,0,,,2000,,,1.6,,,,,
2020-01-01 18:00,19,152,울산,2.8,,,,3.6,,320,,54,,4.0,-5.6,1019.3,,1029.8,,0.0,,,,,2,0,Ci,,2000,,,0.1,,,,,
2020-01-01 19:00,20,152,울산,2.1,,,,3.7,,320,,56,,4.0,-5.7,1019.1,,1029.6,,,9,,,,0,0,,,2000,,,-0.3,,,,,
2020-01-01 20:00,21,152,울산,1.8,,,,3.2,,340,,58,,4.0,-5.6,1018.9,,1029.4,,,9,,,,0,0,,,2000,,,-1.0,,,,,
2020-01-01 21:00,22,152,울산,1.3,,,,2.4,,340,,60,,4.0,-5.6,1018.5,,1029.1,,,9,,,,0,0,,,1942,,,-1.7,,,,,
2020-01-01 22:00,23,152,울산,1.7,,,,3.8,,320,,58,,4.0,-5.6,1018.1,,1028.6,,,9,,,,0,0,,,1960,,,-1.2,,,,,
2020-01-01 23:00,24,152,울산,1.3,,,,2.8,,320,,61,,4.1,-5.4,1018.4,,1029.0,,,9,,,,0,0,,,1822,,,-1.7,,,,,
2020-01-02 00:00,25,152,울산,1.0,,,,2.1,,340,,63,,4.2,-5.2,1018.3,,1028.9,,,9,,,,0,0,,,1625,,,-2.0,,,,,
2020-01-02 01:00,26,152,울산,0.3,,,,1.7,,340,,67,,4.2,-5.1,1017.9,,1028.5,,,9,,,,0,0,,,1451,,,-2.3,,,,,
2020-01-02 02:00,27,152,울산,0.2,,,,1.9,,360,,67,,4.2,-5.2,1018.0,,1028.6,,,9,,,,0,0,,,1405,,,-2.2,,,,,
2020-01-02 03:00,28,152,울산,1.0,,,,4.6,,340,,65,,4.3,-4.8,1017.3,,1027.9,,,9,,,,4,0,Ci,,1410,,,-1.3,,,,,
2020-01-02 04:00,29,152,울산,0.8,,,,3.8,,340,,66,,4.3,-4.8,1017.1,,1027.7,,,9,,,,3,0,Ci,,1384,,,-1.4,,,,,
2020-01-02 05:00,30,152,울산,1.0,,,,3.8,,340,,65,,4.3,-4.8,1016.9,,1027.5,,,9,,,,7,0,Ci,,1362,,,-1.2,,,,,
2020-01-02 06:00,31,152,울산,1.2,,,,3.6,,340,,63,,4.2,-5.0,1017.6,,1028.1,,,9,,,,8,0,Ci,,1461,,,-0.9,,,,,
2020-01-02 07:00,32,152,울산,0.8,,,,2.5,,360,,65,,4.2,-5.0,1018.2,,1028.8,,,9,,,,7,0,Ci,,1273,,,-1.4,,,,,
2020-01-02 08:00,33,152,울산,1.1,,,,2.1,,340,,65,,4.3,-4.7,1018.7,,1029.3,,0.0,,,,,7,0,Ci,,1317,,,-1.3,,,,,
2020-01-02 09:00,34,152,울산,1.9,,,,2.1,,20,,63,,4.4,-4.4,1019.5,,1030.0,,1.0,,,,,0,0,,,1179,,,0.1,,,,,
2020-01-02 10:00,35,152,울산,3.2,,,,2.9,,340,,57,,4.4,-4.5,1019.4,,1029.9,,1.0,,,,,0,0,,,1169,,,1.8,,,,,
2020-01-02 11:00,36,152,울산,5.1,,,,4.1,,320,,51,,4.5,-4.2,1018.6,,1029.0,,1.0,,,,,0,0,,,1473,,,8.9,,,,,
2020-01-02 12:00,37,152,울산,6.4,,,,3.2,,290,,47,,4.5,-4.1,1017.8,,1028.1,,1.0,,,,,0,0,,,1721,,,13.0,,,,,
2020-01-02 13:00,38,152,울산,7.3,,,,2.2,,270,,45,,4.6,-3.8,1016.1,,1026.4,,1.0,,,,,0,0,,,1426,,,14.6,,,,,
2020-01-02 14:00,39,152,울산,7.8,,,,2.0,,270,,43,,4.5,-4.0,1015.4,,1025.6,,1.0,,,,,0,0,,,1364,,,14.2,,,,,
2020-01-02 15:00,40,152,울산,8.4,,,,2.3,,290,,42,,4.6,-3.7,1015.3,,1025.5,,1.0,,,,,0,0,,,1560,,,11.9,,,,,
2020-01-02 16:00,41,152,울산,8.4,,,,2.2,,320,,41,,4.5,-4.1,1015.7,,1025.9,,1.0,,,,,0,0,,,1511,,,8.5,,,,,
2020-01-02 17:00,42,152,울산,7.0,,,,3.4,,320,,46,,4.6,-3.8,1016.0,,1026.3,,0.7,,,,,0,0,,,1187,,,4.2,,,,,
2020-01-02 18:00,43,152,울산,5.3,,,,1.1,,20,,54,,4.8,-3.2,1016.6,,1027.0,,0.0,,,,,0,0,,,966,,40,1.3,,,,,
2020-01-02 19:00,44,152,울산,3.9,,,,2.6,,360,,61,,4.9,-2.9,1016.8,,1027.2,,,9,,,,0,0,,,797,,40,0.8,,,,,
2020-01-02 20:00,45,152,울산,2.9,,,,2.3,,360,,65,,4.9,-3.0,1017.2,,1027.7,,,9,,,,0,0,,,743,,40,-0.2,,,,,
2020-01-02 21:00,46,152,울산,3.9,,,,3.7,,290,,62,,5.0,-2.7,1017.0,,1027.4,,,9,,,,0,0,,,859,,40,0.4,,,,,
2020-01-02 22:00,47,152,울산,3.9,,,,3.7,,290,,62,,5.0,-2.7,1016.5,,1026.9,,,9,,,,0,0,,,813,,40,0.4,,,,,
2020-01-02 23:00,48,152,울산,4.1,,,,3.3,,290,,61,,5.0,-2.7,1016.4,,1026.8,,,9,,,,0,0,,,807,,40,0.3,,,,,
2020-01-03 00:00,49,152,울산,4.2,,,,3.8,,320,,59,,4.9,-3.1,1015.7,,1026.1,,,9,,,,0,0,,,831,,40,0.6,,,,,
2020-01-03 01:00,50,152,울산,4.1,,,,4.6,,290,,61,,5.0,-2.7,1015.1,,1025.5,,,9,,,,0,0,,,745,,40,0.8,,,,,
2020-01-03 02:00,51,152,울산,4.1,,,,4.3,,320,,59,,4.8,-3.2,1014.7,,1025.1,,,9,,,,5,0,,,788,,40,0.9,,,,,
2020-01-03 03:00,52,152,울산,3.8,,,,3.0,,340,,60,,4.8,-3.2,1014.6,,1025.0,,,9,,,,7,0,Ci,,761,,40,0.8,,,,,
2020-01-03 04:00,53,152,울산,3.7,,,,4.8,,320,,58,,4.6,-3.8,1014.0,,1024.4,,,9,,,,7,0,Ci,,810,,40,1.0,,,,,
2020-01-03 05:00,54,152,울산,3.1,,,,2.2,,320,,59,,4.5,-4.1,1014.1,,1024.5,,,9,,,,9,0,Ci,,827,,40,-0.3,,,,,
2020-01-03 06:00,55,152,울산,2.7,,,,2.1,,320,,60,,4.4,-4.3,1013.7,,1024.1,,,9,,,,7,0,Ci,,837,,40,-1.3,,,,,
2020-01-03 07:00,56,152,울산,2.2,,,,1.4,,320,,62,,4.4,-4.3,1014.1,,1024.6,,,9,,,,9,0,Ci,,826,,40,-0.6,,,,,
2020-01-03 08:00,57,152,울산,3.1,,,,2.7,,340,,58,,4.4,-4.3,1014.1,,1024.5,,0.1,,,,,7,0,Ci,,888,,40,0.1,,,,,
2020-01-03 09:00,58,152,울산,4.5,,,,1.7,,340,,49,,4.1,-5.3,1014.3,,1024.7,,1.0,,,,,0,0,,,1120,,40,5.5,,,,,
2020-01-03 10:00,59,152,울산,6.1,,,,2.1,,340,,41,,3.9,-6.1,1014.9,,1025.2,,1.0,,,,,0,0,,,1283,,,4.0,,,,,
2020-01-03 11:00,60,152,울산,7.8,,,,3.7,,290,,31,,3.3,-8.3,1014.5,,1024.7,,1.0,,,,,0,0,,,1848,,,8.3,,,,,
2020-01-03 12:00,61,152,울산,8.6,,,,3.2,,340,,30,,3.3,-8.0,1013.3,,1023.5,,1.0,,,,,0,0,,,1762,,,10.4,,,,,
2020-01-03 13:00,62,152,울산,8.3,,,,4.7,,290,,33,,3.6,-7.0,1012.9,,1023.1,,1.0,,,,,0,0,,,1473,,,10.8,,,,,
2020-01-03 14:00,63,152,울산,8.9,,,,2.6,,320,,29,,3.3,-8.2,1012.7,,1022.9,,1.0,,,,,0,0,,,1570,,,11.2,,,,,
2020-01-03 15:00,64,152,울산,9.0,,,,2.3,,320,,30,,3.5,-7.6,1012.2,,1022.4,,1.0,,,,,0,0,,,1618,,,9.9,,,,,
2020-01-03 16:00,65,152,울산,8.7,,,,2.2,,360,,32,,3.6,-7.1,1012.4,,1022.6,,1.0,,,,,1,0,Ci,,1680,,,7.7,,,,,
2020-01-03 17:00,66,152,울산,7.7,,,,2.0,,340,,34,,3.6,-7.2,1013.1,,1023.3,,0.8,,,,,1,0,Ci,,1662,,,4.3,,,,,
2020-01-03 18:00,67,152,울산,6.5,,,,1.8,,320,,38,,3.7,-6.8,1013.5,,1023.8,,0.0,,,,,1,0,Ci,,1538,,,2.2,,,,,
2020-01-03 19:00,68,152,울산,5.1,,,,2.0,,360,,43,,3.8,-6.4,1014.1,,1024.5,,,9,,,,,0,,,1243,,,1.0,,,,,
2020-01-03 20:00,69,152,울산,4.3,,,,2.2,,20,,43,,3.6,-7.2,1013.9,,1024.3,,,9,,,,0,0,,,1525,,,0.3,,,,,
2020-01-03 21:00,70,152,울산,4.5,,,,3.3,,320,,41,,3.5,-7.6,1013.8,,1024.2,,,9,,,,0,0,,,1574,,,0.1,,,,,
2020-01-03 22:00,71,152,울산,3.8,,,,4.5,,340,,44,,3.5,-7.3,1013.5,,1023.9,,,9,,,,0,0,,,1485,,,-0.1,,,,,
2020-01-03 23:00,72,152,울산,3.2,,,,3.8,,340,,47,,3.6,-7.0,1013.5,,1023.9,,,9,,,,1,0,,,1358,,,-0.6,,,,,
2020-01-04 00:00,73,152,울산,3.2,,,,3.7,,340,,46,,3.5,-7.3,1013.1,,1023.5,,,9,,,,0,0,,,1368,,,-0.8,,,,,
2020-01-04 01:00,74,152,울산,2.2,,,,3.1,,340,,48,,3.5,-7.6,1012.6,,1023.1,,,9,,,,0,0,,,1386,,,-0.3,,,,,
2020-01-04 02:00,75,152,울산,2.1,,,,2.0,,340,,48,,3.4,-7.7,1012.7,,1023.2,,,9,,,,0,0,,,1509,,,-0.6,,,,,
2020-01-04 03:00,76,152,울산,1.2,,,,0.7,,200,,51,,3.4,-7.8,1012.5,,1023.0,,,9,,,,0,0,,,1569,,,-1.3,,,,,
2020-01-04 04:00,77,152,울산,4.0,,,,5.8,,320,,33,,2.7,-10.8,1012.3,,1022.7,,,9,,,,0,0,,,1998,,,-0.3,,,,,
2020-01-04 05:00,78,152,울산,3.6,,,,4.5,,320,,34,,2.7,-10.8,1012.4,,1022.8,,,9,,,,5,0,Ci,,2000,,,-0.4,,,,,
2020-01-04 06:00,79,152,울산,3.0,,,,2.1,,320,,34,,2.6,-11.3,1012.4,,1022.8,,,9,,,,8,0,Ci,,2000,,,-1.1,,,,,
2020-01-04 07:00,80,152,울산,1.5,,,,0.6,,20,,41,,2.8,-10.3,1012.4,,1022.9,,,9,,,,6,0,Ci,,2000,,,-1.9,,,,,
2020-01-04 08:00,81,152,울산,3.1,,,,2.0,,290,,32,,2.4,-12.0,1012.4,,1022.8,,0.0,,,,,7,0,Ci,,2000,,,-0.8,,,,,
2020-01-04 09:00,82,152,울산,3.6,,,,3.3,,320,,31,,2.5,-11.9,1013.0,,1023.4,,0.0,,,,,8,0,Ci,,2000,,,0.1,,,,,
2020-01-04 10:00,83,152,울산,3.9,,,,2.4,,340,,31,,2.5,-11.7,1013.5,,1023.9,,0.1,,,,,8,0,Ci,,2000,,,0.7,,,,,
2020-01-04 11:00,84,152,울산,4.5,,,,2.9,,340,,33,,2.8,-10.4,1013.3,,1023.7,,0.0,,,,,8,0,Ci,,1989,,,2.3,,,,,
2020-01-04 12:00,85,152,울산,5.7,,,,4.8,,320,,36,,3.3,-8.2,1012.3,,1022.6,,0.4,,,,,6,0,Ci,,1807,,,8.2,,,,,
2020-01-04 13:00,86,152,울산,6.7,,,,4.2,,290,,41,,4.0,-5.6,1011.9,,1022.2,,1.0,,,,,2,0,Ci,,1571,,,11.8,,,,,
2020-01-04 14:00,87,152,울산,7.9,,,,3.2,,290,,40,,4.3,-4.8,1011.2,,1021.4,,1.0,,,,,0,0,,,1474,,,12.3,,,,,
2020-01-04 15:00,88,152,울산,8.1,,,,3.5,,290,,40,,4.3,-4.7,1011.6,,1021.8,,1.0,,,,,0,0,,,1592,,,9.8,,,,,
2020-01-04 16:00,89,152,울산,8.2,,,,3.2,,290,,39,,4.2,-4.9,1012.0,,1022.2,,1.0,,,,,0,0,,,1664,,,7.3,,,,,
2020-01-04 17:00,90,152,울산,7.5,,,,2.8,,290,,41,,4.2,-4.9,1012.6,,1022.8,,0.8,,,,,0,0,,,1928,,,3.3,,,,,
2020-01-04 18:00,91,152,울산,6.5,,,,2.2,,320,,42,,4.1,-5.5,1013.5,,1023.8,,0.0,,,,,0,0,,,1863,,,1.0,,,,,
2020-01-04 19:00,92,152,울산,5.9,,,,1.7,,320,,41,,3.8,-6.3,1014.0,,1024.3,,,9,,,,0,0,,,1995,,,0.1,,,,,
2020-01-04 20:00,93,152,울산,5.6,,,,2.4,,320,,42,,3.8,-6.3,1014.8,,1025.1,,,9,,,,0,0,,,1913,,,0.0,,,,,
2020-01-04 21:00,94,152,울산,4.1,,,,1.9,,340,,48,,3.9,-5.9,1015.7,,1026.1,,,9,,,,0,0,,,1818,,,-1.2,,,,,
2020-01-04 22:00,95,152,울산,3.7,,,,2.5,,320,,53,,4.2,-5.0,1016.0,,1026.4,,,9,,,,0,0,,,1500,,,-1.0,,,,,
2020-01-04 23:00,96,152,울산,3.4,,,,1.8,,340,,56,,4.4,-4.5,1016.1,,1026.5,,,9,,,,0,0,,,1155,,,-0.9,,,,,
2020-01-05 00:00,97,152,울산,3.3,,,,2.0,,340,,57,,4.4,-4.4,1016.3,,1026.7,,,9,,,,0,0,,,990,,40,-0.7,,,,,
2020-01-05 01:00,98,152,울산,3.0,,,,2.8,,320,,59,,4.5,-4.2,1016.3,,1026.8,,,9,,,,0,0,,,923,,40,-0.9,,,,,
2020-01-05 02:00,99,152,울산,2.8,,,,1.9,,340,,58,,4.3,-4.6,1016.7,,1027.2,,,9,,,,0,0,,,924,,40,-1.1,,,,,
2020-01-05 03:00,100,152,울산,2.4,,,,2.4,,340,,59,,4.3,-4.8,1017.4,,1027.9,,,9,,,,0,0,,,917,,40,-1.3,,,,,
2020-01-05 04:00,101,152,울산,2.1,,,,3.4,,340,,59,,4.2,-5.0,1017.0,,1027.5,,,9,,,,0,0,,,958,,40,-1.4,,,,,
2020-01-05 05:00,102,152,울산,2.4,,,,3.5,,340,,57,,4.2,-5.2,1017.5,,1028.0,,,9,,,,0,0,,,1100,,40,-1.2,,,,,
2020-01-05 06:00,103,152,울산,2.1,,,,3.1,,340,,58,,4.1,-5.3,1018.2,,1028.7,,,9,,,,0,0,,,1254,,,-1.5,,,,,
2020-01-05 07:00,104,152,울산,1.7,,,,3.0,,340,,59,,4.1,-5.4,1018.7,,1029.2,,,9,,,,0,0,,,1091,,,-1.7,,,,,
2020-01-05 08:00,105,152,울산,1.6,,,,2.6,,340,,59,,4.1,-5.5,1019.2,,1029.7,,0.2,,,,,0,0,,,1239,,,-1.5,,,,,
2020-01-05 09:00,106,152,울산,3.2,,,,2.4,,340,,53,,4.1,-5.4,1020.0,,1030.5,,1.0,,,,,0,0,,,1236,,,0.3,,,,,
2020-01-05 10:00,107,152,울산,5.1,,,,1.9,,340,,47,,4.1,-5.3,1020.8,,1031.2,,1.0,,,,,0,0,,,1407,,,2.1,,,,,
2020-01-05 11:00,108,152,울산,7.2,,,,1.8,,340,,43,,4.4,-4.5,1020.3,,1030.6,,1.0,,,,,0,0,,,1408,,,13.5,,,,,
2020-01-05 12:00,109,152,울산,9.2,,,,1.6,,360,,39,,4.5,-4.0,1019.4,,1029.6,,1.0,,,,,0,0,,,1412,,,16.2,,,,,
2020-01-05 13:00,110,152,울산,10.1,,,,2.2,,90,,39,,4.8,-3.2,1018.4,,1028.6,,1.0,,,,,0,0,,,1785,,,16.9,,,,,
2020-01-05 14:00,111,152,울산,11.0,,,,1.2,,20,,37,,4.9,-3.1,1018.1,,1028.3,,1.0,,,,,0,0,,,1793,,,16.7,,,,,
2020-01-05 15:00,112,152,울산,11.0,,,,1.2,,140,,36,,4.7,-3.5,1018.3,,1028.5,,1.0,,,,,0,0,,,1905,,,14.4,,,,,
2020-01-05 16:00,113,152,울산,10.7,,,,1.6,,140,,44,,5.7,-1.0,1018.7,,1028.9,,1.0,,,,,6,1,ScCi,10,1950,,,10.8,,,,,
2020-01-05 17:00,114,152,울산,9.3,,,,1.4,,110,,53,,6.2,0.1,1019.3,,1029.5,,0.8,,,,,4,1,ScCi,10,2000,,,5.7,,,,,
2020-01-05 18:00,115,152,울산,7.5,,,,0.8,,20,,61,,6.3,0.4,1019.9,,1030.2,,0.0,,,,,2,1,ScCi,10,1973,,,3.0,,,,,
2020-01-05 19:00,116,152,울산,7.6,,,,1.4,,320,,62,,6.4,0.7,1020.2,,1030.5,,,9,,,,5,4,,61,1435,,,2.5,,,,,
2020-01-05 20:00,117,152,울산,6.6,,,,1.7,,320,,59,,5.8,-0.8,1020.2,,1030.6,,,9,,,,7,3,,12,1529,,,2.9,,,,,
2020-01-05 21:00,118,152,울산,6.2,,,,1.2,,340,,48,,4.5,-4.0,1020.1,,1030.5,,,9,,,,7,7,Sc,12,1906,,,2.0,,,,,
2020-01-05 22:00,119,152,울산,5.7,,,,0.9,,340,,48,,4.4,-4.4,1020.3,,1030.7,,,9,,,,7,3,,13,1953,,,0.3,,,,,
2020-01-05 23:00,120,152,울산,4.2,,,,0.3,,0,,52,,4.3,-4.8,1020.0,,1030.4,,,9,,,,4,1,,73,1963,,,-0.6,,,,,
2020-01-06 00:00,121,152,울산,3.6,,,,1.1,,340,,58,,4.6,-3.9,1020.1,,1030.6,,,9,,,,3,0,Ci,,1970,,,-0.3,,,,,
2020-01-06 01:00,122,152,울산,2.9,,,,0.4,,0,,60,,4.5,-4.1,1019.6,,1030.1,,,9,,,,2,0,,,1990,,,-0.5,,,,,
2020-01-06 02:00,123,152,울산,2.9,,,,0.4,,0,,68,,5.1,-2.4,1019.7,,1030.2,,,9,,,,7,2,,72,1987,,,-0.1,,,,,
2020-01-06 03:00,124,152,울산,2.7,,,,0.5,,270,,66,,4.9,-3.0,1019.1,,1029.6,,,9,,,,8,0,Ci,,1964,,,0.2,,,,,
2020-01-06 04:00,125,152,울산,3.7,,,,1.0,,290,,66,,5.3,-2.0,1018.3,,1028.7,,,9,,,,8,8,Ac,39,1965,,,0.6,,,,,
2020-01-06 05:00,126,152,울산,2.8,,,,0.6,,340,,71,,5.3,-1.9,1018.6,,1029.1,,,9,,,,8,8,Ac,35,1657,,,1.0,,,,,
2020-01-06 06:00,127,152,울산,3.1,,,,0.1,,0,,72,,5.5,-1.4,1018.8,,1029.3,,,9,,,,8,8,Ac,34,1762,,,1.5,,,,,
2020-01-06 07:00,128,152,울산,4.5,,,,0.7,,340,,65,,5.5,-1.5,1018.6,,1029.0,,,9,,,,9,9,Ac,34,1824,,,2.1,,,,,
2020-01-06 08:00,129,152,울산,3.9,,,,1.0,,340,,72,,5.8,-0.6,1019.2,,1029.6,,0.0,,,,,10,2,ScAs,10,1499,,,2.4,,,,,
2020-01-06 09:00,130,152,울산,5.4,,0.0,,1.3,,340,,71,,6.3,0.5,1019.0,,1029.4,,0.0,,,,,10,8,ScAs,15,1746,,01,3.5,,,,,
2020-01-06 10:00,131,152,울산,5.0,,,9,2.0,,200,,90,,7.8,3.4,1019.1,,1029.5,,0.0,,,,,10,3,StNs,11,751,,1901,5.1,,,,,
2020-01-06 11:00,132,152,울산,4.1,,,9,1.3,,20,,98,,8.0,3.8,1018.7,,1029.1,,0.0,,,,,10,9,StNs,10,353,,1901,5.1,,,,,
2020-01-06 12:00,133,152,울산,6.8,,2.5,,1.7,,340,,98,,9.7,6.5,1017.0,,1027.3,,0.0,,,,,10,4,ScAs,9,968,,1901,7.9,,,,,
2020-01-06 13:00,134,152,울산,6.8,,,9,0.6,,20,,98,,9.7,6.5,1016.7,,1027.0,,0.0,,,,,10,8,ScAs,9,256,,19,7.3,,,,,
2020-01-06 14:00,135,152,울산,6.6,,,9,1.4,,20,,98,,9.5,6.3,1016.1,,1026.4,,0.0,,,,,10,9,StNs,11,136,,1901,7.4,,,,,
2020-01-06 15:00,136,152,울산,7.0,,1.1,,1.2,,340,,98,,9.8,6.7,1016.1,,1026.4,,0.0,,,,,10,5,StNs,5,404,,1901,7.4,,,,,
2020-01-06 16:00,137,152,울산,6.8,,,9,0.8,,340,,98,,9.7,6.5,1015.8,,1026.1,,0.0,,,,,10,7,StNs,5,201,,1901,6.8,,,,,
2020-01-06 17:00,138,152,울산,6.5,,,9,1.3,,340,,98,,9.5,6.2,1015.6,,1025.9,,0.0,,,,,10,8,StNs,16,342,,1901,6.3,,,,,
2020-01-06 18:00,139,152,울산,6.5,,3.0,,1.5,,340,,98,,9.5,6.2,1015.2,,1025.5,,0.0,,,,,10,6,StNs,6,199,,1901,6.0,,,,,
2020-01-06 19:00,140,152,울산,6.7,,,9,0.3,,0,,98,,9.6,6.4,1015.0,,1025.3,,,9,,,,10,9,StNs,7,113,,1901,6.0,,,,,
2020-01-06 20:00,141,152,울산,7.3,,,9,0.8,,340,,98,,9.9,6.9,1014.7,,1025.0,,,9,,,,10,9,StNs,5,344,,1901,6.1,,,,,
2020-01-06 21:00,142,152,울산,7.3,,4.1,,0.4,,0,,98,,9.9,6.9,1014.5,,1024.8,,,9,,,,10,9,StNs,6,253,,1901,6.1,,,,,
2020-01-06 22:00,143,152,울산,7.5,,,9,0.0,,0,,98,,10.1,7.1,1014.0,,1024.2,,,9,,,,10,9,StNs,3,262,,1901,6.1,,,,,
2020-01-06 23:00,144,152,울산,6.9,,,9,0.0,,0,,98,,9.7,6.6,1013.3,,1023.6,,,9,,,,10,9,StNs,3,30,,191601,6.2,,,,,
2020-01-07 00:00,145,152,울산,8.1,,2.5,,0.0,,0,,98,,10.5,7.7,1012.5,,1022.7,,,9,,,,10,9,StNs,2,295,,191601,6.3,,,,,
2020-01-07 01:00,146,152,울산,8.3,,,9,0.0,,0,,98,,10.6,7.9,1011.4,,1021.6,,,9,,,,10,9,StNs,5,261,,1901,6.4,,,,,
2020-01-07 02:00,147,152,울산,8.5,,,9,0.9,,320,,98,,10.8,8.1,1010.7,,1020.9,,,9,,,,10,9,StNs,3,339,,1901,6.7,,,,,
2020-01-07 03:00,148,152,울산,8.6,,6.3,,1.4,,320,,98,,10.9,8.2,1009.9,,1020.1,,,9,,,,10,9,StNs,2,407,,1901,7.0,,,,,
2020-01-07 04:00,149,152,울산,9.0,,,9,2.5,,320,,98,,11.2,8.6,1008.5,,1018.6,,,9,,,,10,9,StNs,3,460,,1901,7.3,,,,,
2020-01-07 05:00,150,152,울산,9.4,,,9,2.6,,290,,98,,11.5,9.0,1007.2,,1017.3,,,9,,,,10,9,StNs,2,674,,1901,7.5,,,,,
2020-01-07 06:00,151,152,울산,9.3,,9.2,,0.6,,320,,98,,11.4,8.9,1006.3,,1016.4,,,9,,,,10,9,StNs,2,203,,1901,7.5,,,,,
2020-01-07 07:00,152,152,울산,8.6,,,9,0.6,,340,,98,,10.9,8.2,1006.3,,1016.4,,,9,,,,10,9,StNs,2,208,,1901,7.4,,,,,
2020-01-07 08:00,153,152,울산,8.8,,,9,1.3,,360,,98,,11.0,8.4,1006.2,,1016.3,,0.0,,,,,10,8,StNs,5,402,,1901,7.5,,,,,
2020-01-07 09:00,154,152,울산,9.2,,2.2,,1.3,,360,,98,,11.3,8.8,1006.6,,1016.7,,0.0,,,,,10,8,StNs,4,800,,1901,7.8,,,,,
2020-01-07 10:00,155,152,울산,9.6,,,9,1.0,,360,,98,,11.6,9.2,1006.6,,1016.7,,0.0,,,,,10,8,StNs,4,900,,1901,8.2,,,,,
2020-01-07 11:00,156,152,울산,10.2,,,9,1.8,,340,,98,,12.1,9.8,1006.0,,1016.1,,0.0,,,,,10,8,StNs,4,600,,1901,9.1,,,,,
2020-01-07 12:00,157,152,울산,10.4,,1.3,,1.2,,360,,98,,12.3,10.0,1005.0,,1015.1,,0.0,,,,,10,8,StNs,3,600,,1901,9.6,,,,,
2020-01-07 13:00,158,152,울산,10.7,,,9,1.0,,360,,98,,12.5,10.3,1003.8,,1013.8,,0.0,,,,,10,8,StNs,3,600,,1901,9.7,,,,,
2020-01-07 14:00,159,152,울산,11.5,,,9,0.5,,320,,98,,13.2,11.1,1002.8,,1012.8,,0.0,,,,,10,8,StNs,2,350,,1901,10.3,,,,,
